,date,change_idx,log_num,pdf_page,call_datetime,disp_datetime,enrt_datetime,arvd_datetime,clrd_datetime,call_reason,call_type,call_action,call_taker,responding_units,street,narrative
2671,2019-03-19,116475,19-3372,491,2019-03-19 07:24:00,,,2019-03-19 07:25:27,2019-03-19 07:25:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,N HOOSAC ROAD,Narrative: checked Narrative: checked Narrative: done Narrative: Checked 2337 Narrative: Checked 0302
2672,2019-03-19,116511,19-3373,491,2019-03-19 07:31:00,,,,2019-03-19 07:32:55,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,HILL PROVINCE ROAD,Narrative: Checked Narrative: done Narrative: Checked 0220
2673,2019-03-19,116540,19-3374,492,2019-03-19 07:33:00,,,2019-03-19 07:33:35,2019-03-19 07:33:55,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,HAWTHORNE ROAD,Narrative: Checked Narrative: done Narrative: Checked
2674,2019-03-19,116567,19-3375,492,2019-03-19 07:38:00,,,2019-03-19 07:38:10,2019-03-19 07:38:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,COLD SPRING ROAD,Narrative: Checked Narrative: Checked
2675,2019-03-19,116593,19-3376,492,,,,,2019-03-19 08:57:22,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,CHURCH STREET,Narrative: Checked.
2676,2019-03-19,116618,19-3378,492,2019-03-19 08:11:00,,,,,ROAD CONDITIONS,Phone,TAKEN/REFERRED TO OTHER AGENCY,DISPATCHER CHRISTINE LEMOINE,,OBLONG ROAD,Narrative: QM from DPW reports that while working the road on a cable wire was knocked down. She requested and was provided they numbers for Verizon and Time Warner (Spectrum) and will contact them regarding Pole 3.
2677,2019-03-19,116673,19-3377,492,2019-03-19 08:15:00,,,2019-03-19 08:15:31,2019-03-19 08:30:25,TRAFFIC CONTROL,Initiated,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,COLE AVENUE,5
2678,2019-03-19,116694,19-3379,492,2019-03-19 09:02:00,,,,,ROAD CONDITIONS,911,TAKEN/REFERRED TO OTHER AGENCY,DISPATCHER CHRISTINE LEMOINE,,OBLONG ROAD,"Narrative: Party is concerned there is wire her driveway. Was a across advised that it may be a cable wire but dispatch would check. is unable to confirm at this time whether Spectrum is enroute fix it, if that is the wire. to or exact Narrative: Dispatch called the party back to advise that the company was notified to come and fix the wire, and to call if there were any more immediate needs or the wire was not repaired in the next hour or two."
2679,2019-03-19,116798,19-3380,493,2019-03-19 09:49:00,,,2019-03-19 09:56:57,2019-03-19 10:47:45,SERVE SUMMONS,Initiated,SERVED IN HAND,SERGEANT SCOTT E MCGOWAN,30,MAIN STREET,"Narrative: Search warrant served to Williams College. Service in-hand to Wiiliams represenative, Attorney : Narrative: Return service to QJ ac 11:39am, 3/20/19."
2680,2019-03-19,116844,19-3382,493,2019-03-19 10:01:00,,,2019-03-19 10:01:18,2019-03-19 10:04:48,BUILDING CHECK,Other,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,CHURCH STREET,Narrative: checked
2681,2019-03-19,116869,19-3383,493,2019-03-19 10:07:00,,,2019-03-19 10:07:46,2019-03-19 10:13:37,SERVE SUMMONS,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET,Narrative: 03/19/2019 1007 - Start 03/19/2019 1216 2 violations. -
2682,2019-03-19,116900,19-3384,493,2019-03-19 10:16:00,,,2019-03-19 10:16:32,2019-03-19 10:20:48,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,PARK STREET,Narrative: 03/19/2019 1016 - Start 03/19/2019 1310 No violations -
2683,2019-03-19,116931,19-3385,493,2019-03-19 10:34:00,2019-03-19 10:36:39,2019-03-19 10:36:57,2019-03-19 10:39:41,,TRAFFIC COMPLAINT,Phone,NO ACTION REQUIRED,DISPATCHER CHRISTINE LEMOINE,32,CANDLEWOOD DRIVE,"Narrative: Bliack Tesla heading west Main St weaving and erratic, on pulled into Colonial Plaza at time of call. Narrative: 03/19/2019 1041 - Vehicle parked at dentist office. Observed operation. longer no RP no on scene."
2684,2019-03-19,117021,19-3386,494,2019-03-19 10:51:00,,,2019-03-19 10:52:04,2019-03-19 10:55:34,BUILDING CHECK,Other,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,COLD SPRING ROAD,4
2685,2019-03-19,117045,19-3387,494,2019-03-19 10:53:00,2019-03-19 16:17:55,,2019-03-19 16:22:02,2019-03-19 16:24:47,ASSIST OTHER AGENCY,Initiated,SERVED IN HAND,SERGEANT SCOTT E MCGOWAN,"30, 32",JOHN STREET,"Narrative: notice of suspension from the result Attempt to serve RMV as of immediate threat. No response from any individual at an the resince, will return at another time. Second attempt with results. Eve shift advised. 1504 - same Narrative: 03/19/2019 in-hand. 1624 - Served"
2686,2019-03-19,117121,19-3389,494,2019-03-19 12:16:00,,,2019-03-19 12:16:21,2019-03-19 12:29:39,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET,Narrative: 03/19/2019 1216 - Start 03/19/2019 1415 - 4 violations
2687,2019-03-19,117153,19-3390,494,2019-03-19 14:18:00,,,,,B.O.L.O.,Phone,PATROL ADVISED,DISPATCHER CHRISTINE LEMOINE,,NORTH STREET,"Narrative: BOLO for Black Pickup Truck wanted for a Felony in North Pittsfield, unclear of of Adams, Pursuit toward status pursuit. North Adams warns it was reported as last seen on the mall road, may head back up this way. Occupied with two black male parties. Narrative: Pursuit began roughly 10-15 minutes before the call was received (1418). Narrative: Pittsfield County reporting the truck was abandoned near Communications in Pittsfield and the suspects fled on foot trying to get a ride. Awaiting confirmation. Narrative: 03/19/2019 1634 - Pursuit terminated in Pittsfield, all parties bailed out on foot."
2688,2019-03-19,117291,19-3391,495,2019-03-19 14:50:00,,,2019-03-19 14:50:27,2019-03-19 15:13:33,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,CHURCH STREET,3
2689,2019-03-19,117314,19-3392,495,,,,2019-03-19 15:08:21,2019-03-19 15:16:26,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL JOHN J MCCONNELL JR,38,SPRING STREET,6
2690,2019-03-19,117336,19-3394,495,2019-03-19 15:14:00,,,2019-03-19 15:15:08,2019-03-19 15:20:09,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,PARK STREET,Narrative: 03/19/2019 1515 Start - 03/19/2019 1800 - no violations
2691,2019-03-19,117367,19-3395,495,2019-03-19 15:21:00,,,2019-03-19 15:21:42,2019-03-19 15:31:27,MOTOR VEHICLE STOP,Initiated,CITATION - CIVIL,PATROL JOHN J MCCONNELL JR,38,FIELD ROAD,D
2692,2019-03-19,117440,19-3396,495,2019-03-19 16:49:00,,,2019-03-19 16:50:33,2019-03-19 17:07:31,ASSIST OTHER AGENCY,Initiated,TAKEN/REFERRED TO OTHER AGENCY,PATROL SHUAN N WILLIAM,32,SAND SPRINGS ROAD,Narrative: 03/19/2019 Berkshire vault Dispatch call 1649 - Gas open. to B.G. to see if they are working in the area or can it be closed. 03/19/2019 1655 B.G. supervisor enroute from North Adams. - 03/19/2019 1707 - Supervisor on scene.
2693,2019-03-19,117510,19-3397,495,2019-03-19 17:16:00,,,2019-03-19 17:16:40,2019-03-19 17:18:07,PARKING CHECK,Initiated,NO ACTION REQUIRED,PATROL JOHN J MCCONNELL JR,38,SCHOOL STREET,7
2694,2019-03-19,117533,19-3398,495,2019-03-19 17:17:00,,,,2019-03-19 17:24:13,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL SHUAN N WILLIAM,32,BRIDGES ROAD,F
2695,2019-03-19,117605,19-3399,496,2019-03-19 17:55:00,,,2019-03-19 17:55:40,2019-03-19 18:04:31,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,WILLIAMSTOWN ROAD,M
2696,2019-03-19,117676,19-3400,496,2019-03-19 18:17:00,,,2019-03-19 18:17:51,2019-03-19 18:17:57,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,SIMONDS ROAD,Narrative: done Narrative: Checked 0306
2697,2019-03-19,117702,19-3401,496,2019-03-19 18:38:00,,,2019-03-19 18:39:11,2019-03-19 19:39:18,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,38,MAIN STREET,Narrative: done Narrative: Checked 0156
2698,2019-03-19,117731,19-3402,496,2019-03-19 18:45:00,,,2019-03-19 18:45:33,2019-03-19 18:53:54,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL JOHN J MCCONNELL JR,38,MAIN STREET,F
2699,2019-03-19,117802,19-3403,496,2019-03-19 19:10:00,,,,,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,SYNDICATE ROAD,F
2700,2019-03-19,117872,19-3416,497,2019-03-19 19:30:00,,,,,MOTOR VEHICLE ACCIDENT,911,INVESTIGATED / REPORT TAKEN,CHIEF KYLE J JOHNSON,,MAIN STREET,Narrative: #34 struck a curbing while attempting to turn around to conduct a MV Stop. Tire damaged & Ron requested to change. Refer To Accident: 19-43-AC
2701,2019-03-19,117918,19-3405,497,2019-03-19 19:51:00,,,,2019-03-19 20:22:36,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KALVIN DZIEDZIAK,32,MAIN STREET,"Narrative: 2005 - Ron's Requested, notified, enroute. Narrative: Operator of vehicle advised of expired registration. Operator informed of options (attempt to online renew or town vehicle and handel another day). Operator attempted to renew via smarl phone but ultimately decided to have vehicle towed. Operator and picked by Williams passengers were up College Security. Vehicle towed and Inventoried."
2702,2019-03-19,118059,19-3406,497,2019-03-19 21:43:00,,,,2019-03-19 21:52:47,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KALVIN DZIEDZIAK,32,N HOOSAC ROAD,M
2703,2019-03-19,118130,19-3407,497,2019-03-19 22:02:00,,,,2019-03-19 22:06:35,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,COLD SPRING ROAD,F
2704,2019-03-19,118202,19-3408,498,2019-03-19 22:13:00,,,,2019-03-19 22:22:23,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KALVIN DZIEDZIAK,32,COLD SPRING ROAD,M
2705,2019-03-19,118273,19-3409,498,2019-03-19 22:48:00,,,,2019-03-19 22:55:09,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,NEW ASHFORD ROAD,-
2706,2019-03-20,118341,19-3410,498,2019-03-20 00:49:00,,,2019-03-20 00:49:34,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL ANTHONY M DUPRAT,38,COLD SPRING ROAD,M
2707,2019-03-20,118412,19-3411,498,2019-03-20 03:06:00,,,,,PUBLIC RECORDS REQUEST,Other,SERVICES RENDERED,SERGEANT PAUL D THOMPSON,,SWEET FARM ROAD,Narrative: Request Cleary Data/Emailed
2708,2019-03-20,118431,19-3412,498,2019-03-20 03:46:00,,,2019-03-20 03:46:28,2019-03-20 03:46:58,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,NORTH STREET,8
2709,2019-03-20,118454,19-3413,498,2019-03-20 07:18:00,2019-03-20 12:02:02,2019-03-20 12:02:11,2019-03-20 12:03:14,2019-03-20 12:20:43,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,"PATROL DAVID JENNINGS, D","34, 33",COLD SPRING ROAD,3
2710,2019-03-20,118482,19-3414,498,2019-03-20 07:49:00,,,,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D",34,N HOOSAC ROAD,Narrative: checked Narrative: done Narrative: Checked 0214
2711,2019-03-20,118511,19-3415,499,2019-03-20 07:51:00,,,,2019-03-20 07:55:07,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D",34,N HOOSAC ROAD,Narrative: checked Narrative: checked Narrative: done Narrative: Checked 2325 Narrative: Checked 0325
2712,2019-03-20,118547,19-3417,499,2019-03-20 08:09:00,,,,2019-03-20 08:38:57,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",34,CHURCH STREET,7
2713,2019-03-20,118570,19-3418,499,2019-03-20 08:09:00,,,2019-03-20 08:09:51,2019-03-20 08:14:02,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD,2
2714,2019-03-20,118595,19-3419,499,2019-03-20 08:13:00,2019-03-20 11:51:21,,2019-03-20 11:51:30,2019-03-20 12:12:49,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 36, 34",COLE AVENUE,Narrative: 1 violation
2715,2019-03-20,118628,19-3420,499,2019-03-20 08:31:00,,,,2019-03-20 08:39:51,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL TANIA HERNANDEZ,36,STETSON ROAD,M
2716,2019-03-20,118698,19-3421,500,2019-03-20 08:45:00,,,,2019-03-20 08:45:27,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D",34,LONGVIEW TERRACE,Narrative: checked Narrative: Checked
2717,2019-03-20,118723,19-3422,500,2019-03-20 08:47:00,,,,2019-03-20 08:48:22,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D",34,FRENIER AVENUE,Narrative: checked Narrative: Checked
2718,2019-03-20,118748,19-3423,500,2019-03-20 08:48:00,,,,2019-03-20 08:49:05,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D",34,HARWOOD STREET,Narrative: checked Narrative: Checked
2719,2019-03-20,118774,19-3424,500,2019-03-20 08:49:00,,,,2019-03-20 08:49:31,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D",34,HARWOOD STREET,Narrative: checked Narrative: Checked
2720,2019-03-20,118799,19-3425,500,2019-03-20 08:52:00,,,,2019-03-20 08:52:53,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HILL PROVINCE ROAD,Narrative: checked Narrative: done Narrative: Checked 0042
2721,2019-03-20,118827,19-3426,501,2019-03-20 08:54:00,,,2019-03-20 08:54:49,2019-03-20 08:55:27,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HAWTHORNE ROAD,Narrative: checked Narrative: done Narrative: Checked
2722,2019-03-20,118853,19-3427,501,,,,2019-03-20 08:59:43,2019-03-20 09:00:16,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: done Narrative: Checked
2723,2019-03-20,118878,19-3428,501,2019-03-20 08:59:00,,,2019-03-20 09:00:21,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,CHIEF KYLE J JOHNSON,33,HANCOCK ROAD,M
2724,2019-03-20,118948,19-3429,501,2019-03-20 09:18:00,,,,2019-03-20 09:27:10,MOTOR VEHICLE STOP,Initiated,CITATION - CIVIL,"PATROL DAVID JENNINGS, D",34,N HOOSAC ROAD,A
2725,2019-03-20,119018,01267-2403,501,,,,,,SERVE SUMMONS,Initiated,ARREST (S),CHIEF KYLE J JOHNSON,,ADAMS ROAD,M
2726,2019-03-20,119023,19-3430,501,2019-03-20 09:30:00,,,,2019-03-20 09:43:20,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,33,COLD SPRING ROAD,F
2727,2019-03-20,119094,19-3431,502,2019-03-20 09:33:00,,,,2019-03-20 09:38:16,PARKING CHECK,Initiated,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",34,SPRING STREET,6
2728,2019-03-20,119115,19-3433,502,2019-03-20 09:39:00,,,,,PARKING CHECK,Initiated,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",34,PARK STREET,3
2729,2019-03-20,119136,19-3434,502,2019-03-20 10:21:00,2019-03-20 10:21:00,,2019-03-20 10:21:00,2019-03-20 10:38:18,FOREST WARDEN DISPATCH,Initiated,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,,NEW ASHFORD ROAD,"Narrative: Forest Warden responding to Smoke in the woods, no permits in the area. Narrative: In the area. Narrative: Woodstove at 340 was the cause."
2730,2019-03-20,119183,19-3435,502,2019-03-20 10:55:00,,,,2019-03-20 10:58:07,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D",34,CHURCH STREET,Narrative: checked
2731,2019-03-20,119208,19-3436,502,2019-03-20 11:41:00,,,2019-03-20 11:42:12,2019-03-20 13:18:28,SEX OFFENDER REGISTRATION,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,"Narrative: Level 3 from Tibbits Ave, Troy NY."
2732,2019-03-20,119240,19-3440,502,2019-03-20 11:41:00,,,2019-03-20 13:19:30,2019-03-20 13:19:39,SEX OFFENDER REGISTRATION,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: Level 3 trom QM st. troy ny
2733,2019-03-20,119272,19-3441,503,2019-03-20 11:41:00,,,2019-03-20 13:20:19,2019-03-20 13:20:42,SEX OFFENDER REGISTRATION,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: Re-register Level 3
2734,2019-03-20,119300,19-3438,503,2019-03-20 12:12:00,,,,2019-03-20 12:20:56,MOTOR VEHICLE STOP,Initiated,CITATION,"PATROL DAVID JENNINGS, D",34,WILLIAMSTOWN ROAD,A
2735,2019-03-20,119369,01267-2310,503,,,,,,SEX OFFENDER REGISTRATION,Initiated,ARREST (S),CHIEF KYLE J JOHNSON,,ADAMS ROAD,F
2736,2019-03-20,119374,19-3439,503,2019-03-20 12:23:00,,,,,BURN PERMIT,Phone,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,,LYNDE LANE,Narrative: White Oaks Rd Stratton Rd Oblong Rd North Hoosac Rd Mountainview Rd
2737,2019-03-20,119400,19-3442,503,2019-03-20 13:39:00,2019-03-20 13:42:55,2019-03-20 13:40:50,2019-03-20 13:47:32,2019-03-20 13:51:32,MOTOR VEHICLE ACCIDENT,911,INVESTIGATED / REPORT TAKEN,DISPATCHER CHRISTINE LEMOINE,"34, 33",MAIN STREET,Narrative: Car vs Deer by cemetary. Narrative: Picked by Mass Highway. up Refer To Accident: 19-44-AC
2738,2019-03-20,119496,19-3444,503,2019-03-20 13:56:00,2019-03-20 13:57:22,2019-03-20 13:57:26,2019-03-20 14:00:00,,ALARM,Phone,ALARM FALSE,DISPATCHER CHRISTINE LEMOINE,36,NORTH STREET,Narrative: Townhall Alarm. Narrative: Accidental.
2739,2019-03-20,119526,19-3445,504,2019-03-20 15:12:00,,,2019-03-20 15:13:12,2019-03-20 15:16:40,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET,Narrative: 03/20/2019 1513 Start - 03/20/2019 1700 - no violations
2740,2019-03-20,119557,19-3446,504,2019-03-20 15:20:00,,,2019-03-20 15:20:40,2019-03-20 15:28:56,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL JOHN J MCCONNELL JR,38,PARK STREET,6
2741,2019-03-20,119579,19-3448,504,2019-03-20 15:48:00,,,2019-03-20 15:48:57,2019-03-20 15:56:03,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,N HOOSAC ROAD,M
2742,2019-03-20,119654,19-3449,504,2019-03-20 16:03:00,,,2019-03-20 16:03:20,2019-03-20 16:10:25,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,N HOOSAC ROAD,M
2743,2019-03-20,119726,19-3450,504,2019-03-20 16:55:00,,,2019-03-20 16:56:04,2019-03-20 16:57:37,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,38,SIMONDS ROAD,Narrative: done Narrative: Checked 0331
2744,2019-03-20,119753,19-3451,504,2019-03-20 17:04:00,,,2019-03-20 17:04:41,2019-03-20 17:13:49,MOTOR VEHICLE STOP,Initiated,CITATION - CIVIL,PATROL JOHN J MCCONNELL JR,38,COLD SPRING ROAD,M
2745,2019-03-20,119826,19-3452,505,2019-03-20 17:12:00,,,2019-03-20 17:13:32,2019-03-20 17:13:36,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET,Narrative: 03/20/2019 1712 No violations -
2746,2019-03-20,119855,19-3456,505,2019-03-20 20:00:00,,,2019-03-20 20:00:23,2019-03-20 20:00:31,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KEVIN P GARNER,34,MAIN STREET,Narrative: all quiet Narrative: Checked 0204
2747,2019-03-20,119882,19-3457,505,2019-03-20 20:35:00,,,,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,NEW ASHFORD ROAD,M
2748,2019-03-20,119962,19-3459,505,2019-03-20 23:54:00,,,,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,COLD SPRING ROAD,y
2749,2019-03-21,120038,19-3460,505,2019-03-21 00:50:00,,,2019-03-21 00:53:01,2019-03-21 00:54:13,SUSPICIOUS MOTOR VEHICLE,Initiated,BUILDING CHECKED/SECURED,PATROL CRAIG A EICHHAMMER,31,SIMONDS ROAD,Narrative: Vehicle parked in lot. Area secure.
2750,2019-03-21,120094,19-3461,506,2019-03-21 01:55:00,,,,2019-03-21 02:02:41,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KALVIN DZIEDZIAK,38,PETERSBURG ROAD,M
2751,2019-03-21,120170,19-3462,506,2019-03-21 03:41:00,,,,2019-03-21 03:42:20,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,NORTH STREET,0
2752,2019-03-21,120193,19-3463,506,2019-03-21 04:35:00,,,2019-03-21 04:35:00,2019-03-21 04:43:14,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,SERGEANT PAUL D THOMPSON,38,COLD SPRING ROAD,M
2753,2019-03-21,120266,19-3464,506,2019-03-21 04:59:00,,,,2019-03-21 05:06:38,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KALVIN DZIEDZIAK,38,COLD SPRING ROAD,F
2754,2019-03-21,120337,19-3465,506,2019-03-21 05:35:00,,,,2019-03-21 05:45:44,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KALVIN DZIEDZIAK,38,COLD SPRING ROAD,M
2755,2019-03-21,120410,19-3466,506,2019-03-21 07:21:00,2019-03-21 14:18:04,,2019-03-21 14:21:13,2019-03-21 14:41:20,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,"PATROL DAVID JENNINGS, D","34, 32",COLD SPRING ROAD,0
2756,2019-03-21,120437,19-3467,507,2019-03-21 07:46:00,,,,2019-03-21 07:55:00,MOTOR VEHICLE STOP,Initiated,CITATION,"PATROL DAVID JENNINGS, D",34,COLD SPRING ROAD,M
2757,2019-03-21,120510,19-3468,507,2019-03-21 08:06:00,,,2019-03-21 08:06:27,2019-03-21 08:13:15,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,F
2758,2019-03-21,120583,19-3469,507,2019-03-21 08:13:00,,,,2019-03-21 08:38:26,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",34,COLE AVENUE,6
2759,2019-03-21,120604,19-3470,507,2019-03-21 08:20:00,2019-03-21 14:48:31,2019-03-21 14:48:49,2019-03-21 14:50:47,2019-03-21 15:17:20,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 32",CHURCH STREET,0
2760,2019-03-21,120632,19-3471,507,2019-03-21 09:19:00,,,2019-03-21 09:20:05,2019-03-21 09:24:58,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,SAND SPRINGS ROAD,Narrative: 1 violation
2761,2019-03-21,120655,19-3472,507,2019-03-21 09:26:00,,,2019-03-21 09:27:00,2019-03-21 09:30:14,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,PARK STREET,Narrative: violation 1
2762,2019-03-21,120678,19-3473,507,2019-03-21 09:32:00,,,,2019-03-21 09:32:47,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D",34,N HOOSAC ROAD,Narrative: Checked S-4 17:09 Narrative: done Narrative: Checked Area.
2763,2019-03-21,120709,19-3474,508,2019-03-21 09:33:00,,,2019-03-21 09:33:19,2019-03-21 09:38:38,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,Narrative: Checked Narrative: checked Narrative: Checked S-4 18:48 Narrative: done Narrative: Checked Area. Narrative: Checked Area.
2764,2019-03-21,120748,19-3475,508,2019-03-21 09:47:00,,,2019-03-21 09:48:08,2019-03-21 09:48:28,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HARWOOD STREET,Narrative: checked Narrative: Checked
2765,2019-03-21,120772,19-3476,508,2019-03-21 09:48:00,,,2019-03-21 09:48:47,2019-03-21 09:49:10,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HARWOOD STREET,Narrative: checked Narrative: Checked
2766,2019-03-21,120796,19-3477,508,2019-03-21 09:49:00,,,2019-03-21 09:49:47,2019-03-21 09:50:19,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,FRENIER AVENUE,Narrative: checked Narrative: Checked
2767,2019-03-21,120820,19-3478,509,2019-03-21 09:54:00,,,2019-03-21 09:54:16,2019-03-21 09:54:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,LONGVIEW TERRACE,Narrative: checked Narrative: Checked
2768,2019-03-21,120845,19-3479,509,2019-03-21 10:06:00,,,2019-03-21 10:07:05,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,0
2769,2019-03-21,120868,19-3480,509,2019-03-21 10:11:00,,,2019-03-21 10:11:35,2019-03-21 10:12:58,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: Checked S-4 17:25 Narrative; done Narrative: Checked
2770,2019-03-21,120897,19-3481,509,2019-03-21 10:15:00,,,2019-03-21 10:15:53,2019-03-21 10:16:27,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: Checked S-4 17:29 Narrative: done Narrative: Checked
2771,2019-03-21,120926,19-3482,509,2019-03-21 10:21:00,,,2019-03-21 10:22:07,2019-03-21 10:22:35,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HAWTHORNE ROAD,"Narrative: Checked S-4 16:55 Narrative: done Narrative: Checked Area,"
