,date,change_idx,log_num,pdf_page,call_datetime,disp_datetime,enrt_datetime,arvd_datetime,clrd_datetime,call_reason,call_type,call_action,call_taker,responding_units,street
848,2019-01-26,37803,19-1107,157,2019-01-26 10:52:00,,,,2019-01-26 10:59:04,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,"PATROL DAVID JENNINGS, D",30,COBBLEVIEW ROAD
849,2019-01-26,37873,19-1108,157,2019-01-26 11:06:00,2019-01-26 11:11:34,2019-01-26 11:14:02,2019-01-26 11:30:40,2019-01-26 11:33:56,WELL BEING CHECK,Phone,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,"30, 37k",CHURCH STREET
850,2019-01-26,37939,19-1109,157,2019-01-26 12:30:00,,,,,SUSPICIOUS ACTIVITY,Phone,LOG ENTRY REQUEST,DISPATCHER CHRISTINE LEMOINE,,N HOOSAC ROAD
851,2019-01-26,37990,19-1112,157,2019-01-26 15:06:00,,,2019-01-26 15:10:50,2019-01-26 15:13:21,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,31,PARK STREET
852,2019-01-26,38011,19-1111,157,2019-01-26 15:10:00,,,,2019-01-26 15:17:51,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET
853,2019-01-26,38042,19-1113,158,2019-01-26 15:29:00,,,2019-01-26 15:30:16,2019-01-26 15:37:16,SUSPICIOUS ACTIVITY,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,WILLIAMSTOWN ROAD
854,2019-01-26,38086,01267-0000,158,,,,,,ALARM PERMIT RENEWAL,Other,CITATION,PATROL SHUAN N WILLIAM,,WILLIAMSTOWN ROAD
855,2019-01-26,38103,01267-0000,158,2019-01-26 23:00:00,,,,,DISABLED M V,911,SERVED IN HAND,PATROLMAN MICHAEL J ZIEMBA Jr,,OLD FARM WAY
856,2019-01-26,38168,19-1114,158,2019-01-26 16:49:00,,,2019-01-26 16:51:01,2019-01-26 16:51:11,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET
857,2019-01-26,38197,19-1115,158,2019-01-26 18:36:00,,,2019-01-26 18:37:00,2019-01-26 18:46:58,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,SERGEANT DAVID R LEMIEUX,31,COLD SPRING ROAD
858,2019-01-26,38269,19-1116,158,2019-01-26 19:08:00,,,2019-01-26 19:09:12,2019-01-26 19:16:59,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL SHUAN N WILLIAM,32,FIELD ROAD
859,2019-01-26,38341,19-1117,158,2019-01-26 19:22:00,,,,2019-01-26 19:29:15,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,ADAMS ROAD
860,2019-01-26,38412,19-1118,159,2019-01-26 19:47:00,,,2019-01-26 19:48:22,2019-01-26 19:55:26,MOTOR VEHICLE STOP,Initiated,CITATION - CIVIL,PATROL SHUAN N WILLIAM,32,BRIDGES ROAD
861,2019-01-26,38483,19-1119,159,2019-01-26 20:00:00,,,,2019-01-26 20:06:31,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,HANCOCK ROAD
862,2019-01-26,38555,19-1120,159,2019-01-26 20:24:00,,,,2019-01-26 20:31:00,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,GREEN RIVER ROAD
863,2019-01-26,38625,19-1121,159,2019-01-26 20:39:00,,,2019-01-26 20:40:13,2019-01-26 20:46:06,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL SHUAN N WILLIAM,32,BRIDGES ROAD
864,2019-01-27,38695,19-1123,159,2019-01-27 00:03:00,,,,,LARCENY,Other,SERVICES RENDERED,SERGEANT PAUL D THOMPSON,,NORTH STREET
865,2019-01-27,38722,19-1124,160,2019-01-27 02:43:00,,,2019-01-27 02:44:28,2019-01-27 02:48:46,SUSPICIOUS MOTOR VEHICLE,Initiated,SERVICES RENDERED,PATROL ANTHONY M DUPRAT,30,WILLIAMSTOWN ROAD
866,2019-01-27,38768,01267-0000,160,,,,,,ALARM PERMIT RENEWAL,Other,CITATION,PATROL SHUAN N WILLIAM,,WILLIAMSTOWN ROAD
867,2019-01-27,38783,01267-0000,160,,,,,,DISABLED M V,Phone,ARREST (S),PATROL SHUAN N WILLIAM,,US HIGHWAY 7
868,2019-01-27,38809,19-1125,160,2019-01-27 03:53:00,,,2019-01-27 03:54:03,2019-01-27 03:54:08,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,NORTH STREET
869,2019-01-27,38831,19-1126,160,2019-01-27 06:14:00,,,,,ASSIST OTHER AGENCY,Phone,SERVICES RENDERED,SERGEANT PAUL D THOMPSON,,CHAPIN HALL DRIVE
870,2019-01-27,38873,19-1130,160,2019-01-27 07:49:00,,,,,ASSIST OTHER AGENCY,Phone,SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,,MAIN STREET
871,2019-01-27,38948,19-1129,160,2019-01-27 07:53:00,2019-01-27 07:53:00,2019-01-27 07:57:24,2019-01-27 08:02:55,2019-01-27 08:36:15,MOTOR VEHICLE ACCIDENT,Phone,CRIMINAL COMPLAINT,DISPATCHER WILLIAM C JENNINGS JR,"32, 37k",HANCOCK ROAD
872,2019-01-27,39012,01267-2272,160,2019-01-27 06:00:00,,,,,DISABLED M V,911,CITATION,PATROL SHUAN N WILLIAM,,PINE LODGE PARK PLACE
873,2019-01-27,39033,01267-2272,160,2019-01-27 08:01:00,,,,,DISABLED M V,911,CITATION,MICHAEL STRIZZI,"32, 32, 32, 60, 43",WILLIAMSTOWN ROAD
874,2019-01-27,39174,19-1133,161,2019-01-27 07:55:00,,,,,TRAFFIC CONTROL,Phone,PATROL ADVISED,DISPATCHER WILLIAM C JENNINGS JR,,MAIN STREET
875,2019-01-27,39240,19-1131,161,2019-01-27 08:39:00,,,2019-01-27 08:40:20,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD
876,2019-01-27,39270,19-1132,161,2019-01-27 08:41:00,,,2019-01-27 08:42:35,2019-01-27 08:42:45,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HAWTHORNE ROAD
877,2019-01-27,39301,19-1134,161,2019-01-27 08:44:00,,,,2019-01-27 08:44:58,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,,HILL PROVINCE ROAD
878,2019-01-27,39335,19-1136,162,2019-01-27 10:19:00,,,2019-01-27 10:19:55,2019-01-27 10:20:02,BUILDING CHECK,Other,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,N HOOSAC ROAD
879,2019-01-27,39377,19-1137,162,2019-01-27 10:21:00,,,2019-01-27 10:21:46,2019-01-27 10:21:51,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,SIMONDS ROAD
880,2019-01-27,39409,19-1138,162,2019-01-27 10:28:00,,,2019-01-27 10:28:16,2019-01-27 10:28:23,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,N HOOSAC ROAD
881,2019-01-27,39440,19-1139,162,2019-01-27 10:57:00,,,2019-01-27 10:57:16,2019-01-27 10:57:20,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,,STONEY LEDGE ROAD
882,2019-01-27,39467,19-1140,163,2019-01-27 11:03:00,,,2019-01-27 11:03:17,2019-01-27 11:03:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,STRATTON ROAD
883,2019-01-27,39493,19-1141,163,2019-01-27 11:05:00,,,2019-01-27 11:05:59,2019-01-27 11:06:06,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,LONGVIEW TERRACE
884,2019-01-27,39519,19-1142,163,2019-01-27 11:09:00,,,2019-01-27 11:09:51,2019-01-27 11:09:57,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,FRENIER AVENUE
885,2019-01-27,39545,19-1143,163,2019-01-27 11:11:00,,,2019-01-27 11:11:49,2019-01-27 11:11:55,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,HARWOOD STREET
886,2019-01-27,39571,19-1144,163,2019-01-27 11:42:00,,,,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,MAIN STREET
887,2019-01-27,39605,19-1146,164,2019-01-27 13:24:00,,,2019-01-27 13:25:32,2019-01-27 13:25:49,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET
888,2019-01-27,39638,19-1147,164,2019-01-27 15:56:00,,,,2019-01-27 16:16:17,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KALVIN DZIEDZIAK,30,MAIN STREET
889,2019-01-27,39716,19-1148,164,2019-01-27 16:28:00,2019-01-27 16:31:08,2019-01-27 16:31:36,2019-01-27 16:37:03,2019-01-27 16:41:34,ANIMAL CONTROL,Phone,SERVICES RENDERED,DISPATCHER LAURIE TUPER,30,LAURIE DRIVE
890,2019-01-27,39793,19-1152,164,2019-01-27 19:51:00,,,,2019-01-27 19:56:09,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,N HOOSAC ROAD
891,2019-01-27,39843,01267-2330,164,,,,,,LARCENY,Other,CITATION,DISPATCHER WILLIAM C JENNINGS JR,,WATER STREET
892,2019-01-27,39866,01267-2330,165,,,,,,SEX OFFENDER REGISTRATION,Initiated,ARREST (S),CHIEF KYLE J JOHNSON,,ADAMS ROAD
893,2019-01-27,39871,19-1153,165,2019-01-27 19:55:00,2019-01-27 19:57:29,2019-01-27 19:57:41,2019-01-27 20:02:53,2019-01-27 20:51:35,DISTURBANCE,Phone,ARREST (S),DISPATCHER LAURIE TUPER,"31, 34, 30, 73, 31",WILLIAMSTOWN ROAD
894,2019-01-27,40080,19-1155,165,2019-01-27 21:33:00,2019-01-27 21:51:11,2019-01-27 21:39:14,2019-01-27 21:51:13,2019-01-27 22:16:16,PUBLIC SERVICE,Phone,SERVICES RENDERED,DISPATCHER LAURIE TUPER,"31, 30",COBBLEVIEW ROAD
895,2019-01-28,40128,19-1157,166,2019-01-28 00:30:00,,,2019-01-28 00:30:50,2019-01-28 00:33:27,MOTOR VEHICLE STOP,Initiated,NO ACTION REQUIRED,PATROLMAN SCOTT SKORUPSKI,32,WILLIAMSTOWN ROAD
896,2019-01-28,40200,19-1160,166,2019-01-28 00:53:00,,,,2019-01-28 00:57:01,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,COLD SPRING ROAD
897,2019-01-28,40274,19-1161,166,2019-01-28 02:24:00,,,2019-01-28 02:25:13,,SUSPICIOUS MOTOR VEHICLE,Initiated,BUILDING CHECKED/SECURED,PATROLMAN SCOTT SKORUPSKI,32,NW HILL ROAD
898,2019-01-28,40334,19-1162,166,2019-01-28 02:44:00,,,2019-01-28 02:44:51,2019-01-28 02:44:56,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,NORTH STREET
899,2019-01-28,40356,19-1163,166,2019-01-28 07:18:00,2019-01-28 11:05:42,2019-01-28 11:06:25,2019-01-28 11:07:08,2019-01-28 11:10:35,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,"30, 30",COLD SPRING ROAD
900,2019-01-28,40383,19-1166,166,2019-01-28 07:36:00,,,,,ASSIST OTHER AGENCY,Phone,LOG ENTRY REQUEST,CHIEF KYLE J JOHNSON,,SIMONDS ROAD
901,2019-01-28,40415,19-1165,167,2019-01-28 07:44:00,2019-01-28 15:02:17,2019-01-28 15:03:23,2019-01-28 15:04:53,2019-01-28 15:21:25,TRAFFIC COMPLAINT,Initiated,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,"30, 31",GALE ROAD
902,2019-01-28,40441,19-1167,167,,,,2019-01-28 08:01:09,2019-01-28 08:01:16,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,PETERSBURG ROAD
903,2019-01-28,40463,19-1168,167,2019-01-28 08:07:00,,,2019-01-28 08:08:19,2019-01-28 08:39:42,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,CHURCH STREET
904,2019-01-28,40487,19-1169,167,2019-01-28 08:12:00,2019-01-28 15:02:24,2019-01-28 15:05:05,2019-01-28 15:07:22,2019-01-28 15:21:35,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,"30, 38",COLE AVENUE
905,2019-01-28,40513,19-1170,167,2019-01-28 08:41:00,,,,2019-01-28 08:42:47,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,30,FRENIER AVENUE
906,2019-01-28,40540,19-1171,167,2019-01-28 08:43:00,,,,2019-01-28 08:44:08,BUILDING CHECK,Other,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,30,HARWOOD STREET
907,2019-01-28,40567,19-1173,167,,,,,2019-01-28 09:00:27,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,30,SABIN DRIVE
908,2019-01-28,40595,19-1174,168,2019-01-28 09:03:00,,,,2019-01-28 09:04:22,PARKING CHECK,Initiated,PATROL ADVISED,PATROL KALVIN DZIEDZIAK,30,LONGVIEW TERRACE
909,2019-01-28,40622,19-1175,168,2019-01-28 09:07:00,,,,2019-01-28 09:08:22,BUILDING CHECK,Other,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,30,STRATTON ROAD
910,2019-01-28,40649,19-1176,168,2019-01-28 09:20:00,,,,2019-01-28 09:21:14,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,30,N HOOSAC ROAD
911,2019-01-28,40679,19-1177,168,2019-01-28 09:24:00,,,,2019-01-28 09:24:58,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,30,N HOOSAC ROAD
912,2019-01-28,40704,19-1178,169,2019-01-28 09:29:00,,,,2019-01-28 09:34:00,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,30,SPRING STREET
913,2019-01-28,40724,19-1179,169,2019-01-28 09:35:00,,,,2019-01-28 09:38:05,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,30,PARK STREET
914,2019-01-28,40744,19-1180,169,2019-01-28 09:40:00,,,,2019-01-28 09:41:33,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,30,HILL PROVINCE ROAD
915,2019-01-28,40774,19-1181,169,2019-01-28 09:43:00,,,,2019-01-28 09:44:31,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,30,HAWTHORNE ROAD
916,2019-01-28,40803,19-1182,169,2019-01-28 09:48:00,,,,2019-01-28 09:48:53,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,30,COLD SPRING ROAD
917,2019-01-28,40833,19-1183,169,2019-01-28 09:51:00,,,2019-01-28 09:52:01,2019-01-28 09:53:37,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,DISPATCHER LAURIE TUPER,37k,CHURCH STREET
918,2019-01-28,40859,19-1184,170,2019-01-28 09:56:00,,,2019-01-28 09:56:55,2019-01-28 09:57:19,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,N HOOSAC ROAD
919,2019-01-28,40901,19-1185,170,2019-01-28 10:04:00,,,,2019-01-28 10:06:57,BUILDING CHECK,Other,PATROL ADVISED,PATROL KALVIN DZIEDZIAK,30,COLD SPRING ROAD
920,2019-01-28,40926,19-1186,170,2019-01-28 11:09:00,2019-01-28 11:09:00,2019-01-28 11:09:43,2019-01-28 11:09:43,2019-01-28 11:09:43,MOTOR VEHICLE ACCIDENT,911,INVESTIGATED / REPORT TAKEN,CHIEF KYLE J JOHNSON,"30, 37k",WATER STREET
921,2019-01-28,41062,19-1190,171,2019-01-28 11:48:00,,,,,PARKING COMPLAINT,Phone,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,MAIN STREET
922,2019-01-28,41170,19-1191,171,2019-01-28 12:27:00,,,,,PUBLIC RECORDS REQUEST,Other,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,THE KNOLLS
923,2019-01-28,41190,19-1192,171,2019-01-28 12:45:00,,,,,BURN PERMIT,Phone,LOG ENTRY REQUEST,CHIEF KYLE J JOHNSON,,JAMIESON HTS
924,2019-01-28,41216,19-1196,171,2019-01-28 15:17:00,2019-01-28 15:25:00,2019-01-28 15:25:01,2019-01-28 15:29:05,2019-01-28 15:37:33,9-1-1 ABANDONED CALL,911,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,"38, 31",COLD SPRING ROAD
925,2019-01-28,41289,19-1197,171,2019-01-28 16:01:00,2019-01-28 16:24:11,2019-01-28 16:24:17,2019-01-28 16:26:47,2019-01-28 16:36:07,B.O.L.O.,Radio,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,38,NORTH STREET
926,2019-01-28,41456,19-1198,172,2019-01-28 16:37:00,2019-01-28 16:37:00,,2019-01-28 16:37:17,2019-01-28 16:47:30,LICENSE TO CARRY,Walk-In,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,31,NORTH STREET
927,2019-01-28,41480,19-1199,172,2019-01-28 16:48:00,2019-01-28 16:48:00,,2019-01-28 16:48:22,2019-01-28 17:01:32,LICENSE TO CARRY,Walk-In,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,31,NORTH STREET
928,2019-01-28,41504,19-1200,172,2019-01-28 17:09:00,,,,2019-01-28 17:09:54,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,38,MAIN STREET
929,2019-01-28,41531,19-1201,172,2019-01-28 17:13:00,,,2019-01-28 17:15:23,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,31,SIMONDS ROAD
930,2019-01-28,41555,19-1202,172,2019-01-28 17:24:00,2019-01-28 17:27:13,2019-01-28 17:27:50,2019-01-28 17:30:52,2019-01-28 17:40:02,TRAFFIC COMPLAINT,Phone,UNABLE TO LOCATE,DISPATCHER CHRISTINE LEMOINE,"31, 38",NEW ASHFORD ROAD
931,2019-01-28,41604,19-1203,172,2019-01-28 17:56:00,,,2019-01-28 17:56:55,2019-01-28 17:58:37,PARKING CHECK,Initiated,NO ACTION REQUIRED,PATROL JOHN J MCCONNELL JR,38,SCHOOL STREET
932,2019-01-28,41627,19-1204,172,2019-01-28 18:14:00,2019-01-28 19:19:52,2019-01-28 19:16:10,2019-01-28 19:19:54,2019-01-28 19:35:47,ASSAULT,Phone,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,"38, 38",MCLEAN COURT
933,2019-01-28,41699,19-1205,173,2019-01-28 18:15:00,2019-01-28 18:16:50,2019-01-28 18:17:11,2019-01-28 18:23:25,2019-01-28 18:32:09,PARKING COMPLAINT,Phone,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,38,SPRING STREET
934,2019-01-28,41765,19-1207,173,2019-01-28 20:22:00,,,2019-01-28 20:22:36,2019-01-28 20:29:31,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL JOHN J MCCONNELL JR,38,MAIN STREET
935,2019-01-28,41839,19-1208,173,2019-01-28 20:43:00,,,2019-01-28 20:43:59,2019-01-28 20:55:52,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,N HOOSAC ROAD
936,2019-01-28,41911,19-1209,173,2019-01-28 21:12:00,,,,2019-01-28 21:23:36,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,N HOOSAC ROAD
937,2019-01-28,41985,19-1211,174,2019-01-28 23:35:00,,,2019-01-28 23:35:42,2019-01-28 23:41:52,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROLMAN SCOTT SKORUPSKI,32,WATER STREET
938,2019-01-29,42060,19-1214,174,2019-01-29 03:43:00,2019-01-29 03:45:30,2019-01-29 03:45:31,2019-01-29 03:45:57,2019-01-29 03:50:14,ROAD CONDITIONS,Phone,NO ACTION REQUIRED,PATROL ANTHONY M DUPRAT,"32, 31",STRATTON ROAD
939,2019-01-29,42133,19-1215,174,2019-01-29 03:55:00,,,2019-01-29 03:55:22,2019-01-29 03:55:37,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,NORTH STREET
940,2019-01-29,42156,19-1218,174,2019-01-29 07:05:00,2019-01-29 11:15:59,2019-01-29 11:16:03,2019-01-29 11:18:43,2019-01-29 11:31:59,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,"37k, 37k",COLD SPRING ROAD
941,2019-01-29,42187,19-1219,174,2019-01-29 07:14:00,,,2019-01-29 07:14:37,2019-01-29 07:38:00,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,COLD SPRING ROAD
942,2019-01-29,42209,19-1220,174,2019-01-29 07:21:00,,,,,WELL BEING CHECK,Phone,SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,,BRESSETT ROAD
943,2019-01-29,42289,19-1221,175,2019-01-29 07:42:00,2019-01-29 15:03:31,,2019-01-29 15:21:32,2019-01-29 15:21:32,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,"32, 31",GALE ROAD
944,2019-01-29,42320,19-1222,175,2019-01-29 08:10:00,2019-01-29 15:03:23,2019-01-29 15:05:18,2019-01-29 15:19:10,2019-01-29 15:19:10,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,"32, 38",CHURCH STREET
945,2019-01-29,42353,19-1223,175,2019-01-29 08:42:00,,,2019-01-29 08:42:33,2019-01-29 08:42:33,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,N HOOSAC ROAD
946,2019-01-29,42381,19-1224,175,2019-01-29 08:45:00,,,2019-01-29 08:45:39,,BUILDING CHECK,Other,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,N HOOSAC ROAD
947,2019-01-29,42411,19-1226,175,2019-01-29 09:06:00,,,2019-01-29 09:06:29,2019-01-29 09:06:40,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,STONEY LEDGE ROAD
948,2019-01-29,42435,19-1227,175,2019-01-29 09:09:00,,,2019-01-29 09:09:25,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,STRATTON ROAD
949,2019-01-29,42458,19-1228,175,2019-01-29 09:12:00,,,2019-01-29 09:12:19,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,,LONGVIEW TERRACE
950,2019-01-29,42480,19-1229,176,2019-01-29 09:15:00,,,2019-01-29 09:15:34,2019-01-29 09:15:39,PARKING CHECK,Initiated,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,FRENIER AVENUE
951,2019-01-29,42503,19-1230,176,2019-01-29 09:16:00,,,2019-01-29 09:16:43,2019-01-29 09:16:46,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,HARWOOD STREET
952,2019-01-29,42524,19-1231,176,2019-01-29 09:17:00,,,2019-01-29 09:17:18,2019-01-29 09:17:22,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,HARWOOD STREET
953,2019-01-29,42547,19-1232,176,2019-01-29 09:27:00,,,2019-01-29 09:27:25,2019-01-29 09:33:21,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET
954,2019-01-29,42578,19-1233,176,2019-01-29 09:28:00,,,2019-01-29 09:29:17,2019-01-29 09:30:17,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,33,COLD SPRING ROAD
955,2019-01-29,42604,19-1234,176,2019-01-29 09:32:00,,,2019-01-29 09:33:02,2019-01-29 09:35:10,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,33,COLD SPRING ROAD
956,2019-01-29,42628,19-1237,176,2019-01-29 09:35:00,,,,2019-01-29 09:39:19,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,PARK STREET
957,2019-01-29,42659,19-1238,177,2019-01-29 09:41:00,,,,2019-01-29 09:45:19,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,CHURCH STREET
958,2019-01-29,42684,19-1239,177,2019-01-29 11:18:00,,,2019-01-29 11:18:25,2019-01-29 11:29:48,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET
959,2019-01-29,42715,19-1240,177,2019-01-29 11:35:00,,,2019-01-29 11:36:26,2019-01-29 11:36:32,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HAWTHORNE ROAD
960,2019-01-29,42741,19-1241,177,2019-01-29 11:37:00,,,,2019-01-29 11:38:24,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HILL PROVINCE ROAD
961,2019-01-29,42768,19-1243,177,2019-01-29 14:41:00,,,,,ROAD CONDITIONS,Phone,PATROL ADVISED,DISPATCHER CHRISTINE LEMOINE,,MAIN STREET
962,2019-01-29,42823,19-1244,177,2019-01-29 15:11:00,,,,,SOLICITING,Phone,INVESTIGATED / REPORT,PATROL KALVIN DZIEDZIAK,,COLD SPRING ROAD
963,2019-01-29,42858,19-1246,177,2019-01-29 15:21:00,,,,2019-01-29 15:31:10,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL JOHN J MCCONNELL JR,38,N HEMLOCK LANE
964,2019-01-29,42880,19-1247,178,2019-01-29 15:21:00,,,2019-01-29 15:23:21,2019-01-29 15:28:26,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,31,PARK STREET
965,2019-01-29,42901,19-1248,178,2019-01-29 15:46:00,2019-01-29 16:39:57,2019-01-29 16:40:17,2019-01-29 17:38:34,2019-01-29 17:38:34,WELL BEING CHECK,Phone,TAKEN/REFERRED TO OTHER AGENCY,PATROL KALVIN DZIEDZIAK,"31, 38, 38",SIMONDS ROAD
966,2019-01-29,43125,19-1252,178,2019-01-29 17:40:00,,,2019-01-29 17:41:49,2019-01-29 17:41:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,31,MAIN STREET
967,2019-01-29,43151,19-1253,178,2019-01-29 17:45:00,,,2019-01-29 17:45:53,2019-01-29 17:47:38,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,31,SCHOOL STREET
