,date,change_idx,log_num,pdf_page,call_datetime,disp_datetime,enrt_datetime,arvd_datetime,clrd_datetime,call_reason,call_type,call_action,call_taker,responding_units,street
808,2020-01-21,34972,20-957,150,2020-01-21 16:45:00,2020-01-21 16:49:43,,2020-01-21 16:51:58,2020-01-21 16:59:00,SUSPICIOUS ACTIVITY,Phone,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,32,WATER STREET
809,2020-01-21,35064,20-949,151,2020-01-21 17:13:00,,,2020-01-21 17:13:20,,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,SCHOOL STREET
810,2020-01-21,35087,20-950,151,2020-01-21 17:17:00,,,,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,,SOUTHWORTH STREET
811,2020-01-21,35107,20-958,151,2020-01-21 17:19:00,,,2020-01-21 17:21:26,2020-01-21 17:22:11,ASSIST OTHER AGENCY,Initiated,TAKEN/REFERRED TO OTHER AGENCY,PATROL SHUAN N WILLIAM,32,LONGVIEW TERRACE
812,2020-01-21,35165,20-959,151,2020-01-21 18:06:00,,,2020-01-21 18:07:07,2020-01-21 18:07:59,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,NORTH STREET
813,2020-01-21,35193,20-961,151,2020-01-21 19:11:00,2020-01-21 19:12:00,,,2020-01-21 19:18:04,B.O.L.O.,Phone,PATROL ADVISED,PATROL KALVIN DZIEDZIAK,"30, 32, 34, 36",WILLIAMSTOWN ROAD
814,2020-01-21,35280,20-962,152,2020-01-21 20:05:00,,,2020-01-21 20:06:04,2020-01-21 20:14:01,BUILDING CHECK,Other,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,"32, 36",MAIN STREET
815,2020-01-21,35307,20-963,152,2020-01-21 20:53:00,,,,2020-01-21 20:58:17,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,COLD SPRING ROAD
816,2020-01-21,35380,20-965,152,2020-01-21 21:08:00,,,2020-01-21 21:08:44,2020-01-21 21:13:55,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,WATER STREET
817,2020-01-21,35455,20-966,152,2020-01-21 21:22:00,,,,,FOUND/LOST PROPERTY,Phone,LOG ENTRY REQUEST,PATROL KALVIN DZIEDZIAK,,SPRING STREET
818,2020-01-22,35492,20-967,152,2020-01-22 00:24:00,,,2020-01-22 00:24:22,2020-01-22 00:31:32,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL ANTHONY M DUPRAT,30,COLD SPRING ROAD
819,2020-01-22,35567,20-968,152,2020-01-22 02:12:00,,2020-01-22 02:13:21,2020-01-22 02:14:17,2020-01-22 02:16:50,ALARM,911,ALARM FALSE,SERGEANT PAUL D THOMPSON,"30, 32",SPRING STREET
820,2020-01-22,35614,20-969,153,2020-01-22 02:34:00,,,2020-01-22 02:34:21,2020-01-22 02:38:20,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROLMAN SCOTT SKORUPSKI,32,THOMAS STREET
821,2020-01-22,35684,20-970,153,2020-01-22 02:47:00,,,2020-01-22 02:48:16,2020-01-22 02:48:21,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,SIMONDS ROAD
822,2020-01-22,35706,20-971,153,2020-01-22 03:33:00,,,2020-01-22 03:35:13,2020-01-22 04:00:49,DISABLED M V,911,VEHICLE TOWED,PATROLMAN SCOTT SKORUPSKI,32,BRIDGES ROAD
823,2020-01-22,35785,20-972,153,2020-01-22 05:57:00,,,,,9-1-1 TEST CALL,911,SERVICES RENDERED,SERGEANT PAUL D THOMPSON,,SIMONDS ROAD
824,2020-01-22,35811,20-976,153,2020-01-22 07:10:00,,,2020-01-22 07:10:00,2020-01-22 07:11:24,SERVE SUMMONS,Initiated,MAILED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,CHESTNUT STREET
825,2020-01-22,35840,20-977,153,2020-01-22 07:12:00,,,,,PUBLIC RECORDS REQUEST,Other,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,HENDERSON ROAD
826,2020-01-22,35860,20-978,154,2020-01-22 07:16:00,,,,,PUBLIC RECORDS REQUEST,Other,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,THE KNOLLS
827,2020-01-22,35880,20-979,154,2020-01-22 07:17:00,2020-01-22 11:16:21,,2020-01-22 11:16:35,2020-01-22 11:26:48,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,30,COLD SPRING ROAD
828,2020-01-22,35921,20-980,154,2020-01-22 07:21:00,2020-01-22 07:23:08,,2020-01-22 07:31:22,2020-01-22 07:32:38,MOTOR VEHICLE LOCK OUT,Phone,VEHICLE OPENED,"PATROL DAVID JENNINGS, D",,WILLIAMSTOWN ROAD
829,2020-01-22,35990,20-981,154,2020-01-22 07:35:00,,,2020-01-22 07:35:36,2020-01-22 07:35:50,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD
830,2020-01-22,36016,20-982,154,2020-01-22 07:39:00,,,2020-01-22 07:39:48,2020-01-22 07:47:53,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD
831,2020-01-22,36086,20-983,154,2020-01-22 07:49:00,,,,2020-01-22 15:12:46,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 30",GALE ROAD
832,2020-01-22,36111,20-984,155,2020-01-22 08:03:00,,,2020-01-22 08:03:44,2020-01-22 08:04:40,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,KEEP HILL ROAD
833,2020-01-22,36136,20-985,155,2020-01-22 08:09:00,,,2020-01-22 08:10:02,2020-01-22 08:10:19,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,ELM STREET
834,2020-01-22,36167,20-986,155,2020-01-22 08:11:00,2020-01-22 13:14:50,,2020-01-22 13:14:56,2020-01-22 13:31:14,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 36",COLE AVENUE
835,2020-01-22,36195,20-387,155,2020-01-22 08:13:00,2020-01-22 13:14:59,,2020-01-22 13:15:10,2020-01-22 13:39:09,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,CHIEF KYLE J JOHNSON,"33, 30",CHURCH STREET
836,2020-01-22,36223,20-988,155,2020-01-22 08:27:00,,,,2020-01-22 08:28:12,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HILL PROVINCE ROAD
837,2020-01-22,36251,20-989,155,2020-01-22 08:30:00,,,2020-01-22 08:30:28,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HAWTHORNE ROAD
838,2020-01-22,36278,20-990,156,2020-01-22 08:35:00,,,2020-01-22 08:36:57,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,PETERSBURG ROAD
839,2020-01-22,36301,20-991,156,2020-01-22 09:28:00,,,2020-01-22 09:32:12,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,33,COLD SPRING ROAD
840,2020-01-22,36326,20-992,156,2020-01-22 09:29:00,,,,,ASSIST OTHER AGENCY,Walk-In,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,SIMONDS ROAD
841,2020-01-22,36354,20-993,156,2020-01-22 10:00:00,,,2020-01-22 10:02:52,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,33,GALE ROAD
842,2020-01-22,36376,20-994,156,2020-01-22 10:06:00,,,,,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,SAND SPRINGS ROAD
843,2020-01-22,36400,20-995,156,2020-01-22 10:11:00,2020-01-22 10:18:47,,2020-01-22 10:27:28,2020-01-22 10:27:28,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,CHIEF KYLE J JOHNSON,"33, 33, 33",LONGVIEW TERRACE
844,2020-01-22,36434,20-996,156,2020-01-22 10:15:00,,,2020-01-22 10:15:49,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,33,LONGVIEW TERRACE
845,2020-01-22,36460,20-997,157,2020-01-22 10:16:00,,,2020-01-22 10:16:54,2020-01-22 10:18:33,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,30,BAXTER ROAD
846,2020-01-22,36480,20-998,157,2020-01-22 10:17:00,,,2020-01-22 10:17:08,2020-01-22 10:18:34,PARKING CHECK,Initiated,BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,33,STONEY LEDGE ROAD
847,2020-01-22,36506,20-999,157,2020-01-22 10:17:00,,,2020-01-22 10:17:25,2020-01-22 10:23:14,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,CHURCH STREET
848,2020-01-22,36528,20-1000,157,2020-01-22 10:22:00,,,2020-01-22 10:22:46,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,30,FRENIER AVENUE
849,2020-01-22,36552,20-1001,157,2020-01-22 10:23:00,,,2020-01-22 10:23:50,2020-01-22 10:24:48,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,30,HARWOOD STREET
850,2020-01-22,36576,20-1002,157,2020-01-22 10:59:00,,,2020-01-22 11:00:23,2020-01-22 11:00:50,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD
851,2020-01-22,36604,20-1003,158,2020-01-22 11:02:00,,,2020-01-22 11:02:40,2020-01-22 11:03:37,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD
852,2020-01-22,36643,20-1004,158,2020-01-22 11:07:00,,,2020-01-22 11:07:48,2020-01-22 11:16:03,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,30,COLD SPRING ROAD
853,2020-01-22,36711,74134-0000,158,,,,,,MOTOR VEHICLE STOP,Initiated,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,ADAMS ROAD
854,2020-01-22,36712,20-1007,158,2020-01-22 12:17:00,,,2020-01-22 12:17:26,2020-01-22 12:24:26,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,30,MAIN STREET
855,2020-01-22,36781,20-1008,158,2020-01-22 12:26:00,2020-01-22 12:29:02,,2020-01-22 12:32:38,2020-01-22 12:35:37,TRAFFIC COMPLAINT,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",30,WATER STREET
856,2020-01-22,36840,20-1009,158,2020-01-22 12:48:00,,,2020-01-22 12:48:43,2020-01-22 12:57:05,MOTOR VEHICLE STOP,Initiated,CITATION - CIVIL,MICHAEL STRIZZI,36,MAIN STREET
857,2020-01-22,36910,20-1011,159,2020-01-22 13:31:00,,,2020-01-22 13:31:14,2020-01-22 14:14:38,MOTOR VEHICLE STOP,Initiated,CRIMINAL COMPLAINT,PATROL TANIA HERNANDEZ,"36, 30",COLE AVENUE
858,2020-01-22,37013,20-1012,159,2020-01-22 14:57:00,,,2020-01-22 15:02:18,2020-01-22 15:11:46,PARKING CHECK,Phone,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,SPRING STREET
859,2020-01-22,37033,20-1013,159,2020-01-22 15:02:00,,,2020-01-22 15:03:00,2020-01-22 15:11:07,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL KEVIN P GARNER,34,PARK STREET
860,2020-01-22,37057,20-1014,159,2020-01-22 15:41:00,2020-01-22 15:42:11,2020-01-22 15:42:19,2020-01-22 15:43:27,2020-01-22 15:53:35,FINGERPRINTING,Walk-In,SERVICES RENDERED,DISPATCHER LAURIE TUPER,36,SIMONDS ROAD
861,2020-01-22,37091,20-1015,159,2020-01-22 15:43:00,,,,2020-01-22 15:47:27,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,HANCOCK ROAD
862,2020-01-22,37160,20-1016,160,2020-01-22 15:49:00,,,2020-01-22 15:49:39,2020-01-22 16:22:38,MOTOR VEHICLE ACCIDENT,911,CITATION - WARNING,PATROL BRAD SACCO,30,MAIN STREET
863,2020-01-22,37270,20-1017,160,2020-01-22 15:49:00,2020-01-22 15:53:50,,2020-01-22 15:53:55,2020-01-22 16:18:27,THREATS/HARASSMENT,Phone,INVESTIGATED / REPORT,DISPATCHER LAURIE TUPER,36,LAURIE DRIVE
864,2020-01-22,37326,20-1018,160,2020-01-22 16:39:00,2020-01-22 16:42:31,2020-01-22 16:42:58,2020-01-22 16:45:25,2020-01-22 16:58:58,PUBLIC SERVICE,Phone,SERVICES RENDERED,DISPATCHER LAURIE TUPER,30,CHURCH STREET
865,2020-01-22,37394,20-1020,160,2020-01-22 18:19:00,,,2020-01-22 18:19:31,2020-01-22 18:20:04,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,NORTH STREET
866,2020-01-22,37420,20-1021,160,2020-01-22 18:22:00,,,2020-01-22 18:22:46,2020-01-22 18:23:25,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,36,SOUTHWORTH STREET
867,2020-01-22,37444,20-1022,161,2020-01-22 18:24:00,,,2020-01-22 18:24:34,2020-01-22 18:26:05,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,SCHOOL STREET
868,2020-01-22,37471,20-1024,161,,,,2020-01-22 19:42:41,2020-01-22 19:49:09,PARKING COMPLAINT,Phone,SERVICES RENDERED,PATROL KEVIN P GARNER,34,MAIN STREET
869,2020-01-22,37507,20-1025,161,2020-01-22 19:49:00,,,2020-01-22 19:50:40,2020-01-22 20:09:07,BUILDING CHECK,Other,PATROL ADVISED,PATROL KEVIN P GARNER,34,MAIN STREET
870,2020-01-22,37526,20-1027,161,2020-01-22 20:02:00,2020-01-22 20:02:00,2020-01-22 20:05:23,2020-01-22 20:07:47,2020-01-22 20:25:37,ASSIST OTHER AGENCY,Phone,UNABLE TO LOCATE,DISPATCHER LAURIE TUPER,36,ADAMS ROAD
871,2020-01-23,37577,20-1031,161,2020-01-23 03:24:00,,,2020-01-23 03:24:51,2020-01-23 03:24:57,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,SIMONDS ROAD
872,2020-01-23,37599,20-1032,161,2020-01-23 06:39:00,2020-01-23 06:40:16,2020-01-23 06:41:04,2020-01-23 06:43:04,2020-01-23 06:46:23,ALARM,911,ALARM FALSE,SERGEANT PAUL D THOMPSON,34,COLE AVENUE
873,2020-01-23,37637,20-1033,161,2020-01-23 07:12:00,2020-01-23 14:21:36,,2020-01-23 14:46:08,2020-01-23 14:14:29,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL KEVIN P GARNER,"34, 34, 34, 34",COLD SPRING ROAD
874,2020-01-23,37681,20-1034,162,2020-01-23 07:16:00,,,2020-01-23 07:17:09,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,COLD SPRING ROAD
875,2020-01-23,37711,20-1035,162,2020-01-23 07:39:00,,,2020-01-23 07:39:36,2020-01-23 07:40:35,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,KEEP HILL ROAD
876,2020-01-23,37737,20-1036,162,2020-01-23 07:41:00,2020-01-23 15:00:13,2020-01-23 15:03:41,2020-01-23 15:06:00,2020-01-23 15:19:36,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,"34, 36",GALE ROAD
877,2020-01-23,37763,20-1037,162,2020-01-23 08:07:00,,,2020-01-23 08:07:26,2020-01-23 08:08:13,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,POTTER ROAD
878,2020-01-23,37790,20-1038,162,2020-01-23 08:08:00,2020-01-23 15:00:06,,2020-01-23 15:05:45,2020-01-23 15:16:08,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,"34, 38",COLE AVENUE
879,2020-01-23,37815,20-1039,163,2020-01-23 08:32:00,2020-01-23 08:41:17,,2020-01-23 08:41:26,2020-01-23 08:43:07,TRAFFIC COMPLAINT,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,"34, 34, 34",STRATTON ROAD
880,2020-01-23,37848,20-1040,163,2020-01-23 08:36:00,,,2020-01-23 08:36:10,2020-01-23 08:37:45,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,STONEY LEDGE ROAD
881,2020-01-23,37874,20-1041,163,2020-01-23 08:40:00,,,2020-01-23 08:40:26,2020-01-23 08:41:10,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,LONGVIEW TERRACE
882,2020-01-23,37899,20-1042,163,2020-01-23 08:43:00,,,2020-01-23 08:43:45,2020-01-23 08:44:31,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,FRENIER AVENUE
883,2020-01-23,37924,20-1043,163,2020-01-23 08:44:00,,,2020-01-23 08:44:49,2020-01-23 08:45:41,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,HARWOOD STREET
884,2020-01-23,37949,20-1044,163,2020-01-23 08:51:00,,,,2020-01-23 08:53:18,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,HILL PROVINCE ROAD
885,2020-01-23,37977,20-1045,164,,,,2020-01-23 08:54:20,2020-01-23 08:55:01,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,HAWTHORNE ROAD
886,2020-01-23,38004,20-1046,164,2020-01-23 09:06:00,,,2020-01-23 09:06:48,2020-01-23 09:06:50,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,N HOOSAC ROAD
887,2020-01-23,38043,20-1047,164,2020-01-23 09:14:00,,,2020-01-23 09:14:02,2020-01-23 09:18:43,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,34,FIELD ROAD
888,2020-01-23,38113,20-1048,164,2020-01-23 09:35:00,,,,2020-01-23 09:41:08,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,34,COLD SPRING ROAD
889,2020-01-23,38183,20-1049,165,2020-01-23 09:44:00,,,2020-01-23 09:44:41,2020-01-23 09:48:51,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,COLD SPRING ROAD
890,2020-01-23,38206,20-1050,165,2020-01-23 09:58:00,,,,,BURN PERMIT,Phone,LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",,SAND SPRINGS ROAD
891,2020-01-23,38222,20-1051,165,2020-01-23 10:08:00,,,2020-01-23 10:08:39,2020-01-23 10:10:14,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,34,BAXTER ROAD
892,2020-01-23,38242,20-1052,165,2020-01-23 10:11:00,,,2020-01-23 10:11:54,2020-01-23 10:13:57,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,34,SPRING STREET
893,2020-01-23,38266,20-1053,165,2020-01-23 10:18:00,,,2020-01-23 10:18:57,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,N HOOSAC ROAD
894,2020-01-23,38296,20-1054,165,2020-01-23 11:32:00,2020-01-23 11:34:27,2020-01-23 11:36:53,2020-01-23 11:40:22,2020-01-23 11:48:29,ANIMAL CONTROL,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",34,COLE GROVE ROAD
895,2020-01-23,38367,20-1055,166,2020-01-23 11:50:00,,,2020-01-23 11:50:50,2020-01-23 11:55:22,BUILDING CHECK,Other,PATROL ADVISED,PATROL BRAD SACCO,34,CHURCH STREET
896,2020-01-23,38389,20-1056,166,2020-01-23 12:01:00,,,2020-01-23 12:01:57,2020-01-23 12:06:33,BUILDING CHECK,Other,PATROL ADVISED,PATROL BRAD SACCO,34,GALE ROAD
897,2020-01-23,38411,20-1057,166,2020-01-23 13:12:00,,,2020-01-23 13:12:54,2020-01-23 13:17:37,MOTOR VEHICLE ACCIDENT,911,CITATION - WARNING,PATROL BRAD SACCO,34,COLE AVENUE
898,2020-01-23,38479,20-1058,166,2020-01-23 14:14:00,,,2020-01-23 14:14:29,2020-01-23 14:21:16,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,34,TACONIC TRAIL
899,2020-01-23,38523,01267-0000,166,,,,,,LARCENY,Other,CITATION,PATROL SHUAN N WILLIAM,,WILLIAMSTOWN ROAD
900,2020-01-23,38542,01267-0000,166,,,,,,SERVE SUMMONS,Initiated,LOG ENTRY REQUEST,SERGEANT PAUL D THOMPSON,,DEER MOUNTAIN VILLAGE ROAD
901,2020-01-23,38548,20-1059,166,2020-01-23 15:17:00,,,2020-01-23 15:17:40,,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL JOHN J MCCONNELL JR,38,SPRING STREET
902,2020-01-23,38575,20-1060,166,2020-01-23 15:19:00,,,2020-01-23 15:21:47,2020-01-23 15:27:16,ASSIST OTHER AGENCY,911,SERVED IN HAND,SERGEANT DAVID R LEMIEUX,36,PARK STREET
903,2020-01-23,38594,20-1061,166,2020-01-23 17:22:00,2020-01-23 17:24:44,,2020-01-23 17:32:55,2020-01-23 17:25:31,MOTOR VEHICLE ACCIDENT,Phone,GONE ON ARRIVAL,MICHAEL STRIZZI,"38, 36",NEW ASHFORD ROAD
904,2020-01-23,38693,20-1062,167,2020-01-23 17:35:00,,,2020-01-23 17:36:35,2020-01-23 17:38:34,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,SCHOOL STREET
905,2020-01-23,38716,20-1063,167,2020-01-23 17:38:00,,,2020-01-23 17:39:19,2020-01-23 17:40:22,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,SOUTHWORTH STREET
906,2020-01-23,38740,20-1065,167,2020-01-23 17:51:00,,,2020-01-23 17:52:14,2020-01-23 17:53:06,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,NORTH STREET
907,2020-01-23,38766,20-1067,167,2020-01-23 18:30:00,,,,,THREATS/HARASSMENT,Phone,LOG ENTRY REQUEST,MICHAEL STRIZZI,,COLD SPRING ROAD
908,2020-01-23,38852,20-1068,167,2020-01-23 19:55:00,,,,,BUILDING CHECK,Other,SERVICES RENDERED,PATROL JOHN J MCCONNELL JR,38,MAIN STREET
909,2020-01-23,38876,20-1069,168,2020-01-23 20:12:00,,,2020-01-23 20:12:37,2020-01-23 20:18:11,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,WATER STREET
910,2020-01-24,38905,20-1072,168,2020-01-24 00:40:00,2020-01-24 00:43:29,2020-01-24 00:43:54,,,SUSPICIOUS MOTOR VEHICLE,Phone,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,"31, 32",ADAMS ROAD
911,2020-01-24,39026,20-1073,168,2020-01-24 03:53:00,,,2020-01-24 03:53:17,,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,SIMONDS ROAD
912,2020-01-24,39049,20-1074,168,2020-01-24 07:45:00,2020-01-24 07:45:00,2020-01-24 07:47:41,2020-01-24 07:52:17,2020-01-24 07:53:40,ALARM,Phone,ALARM FALSE,DISPATCHER WILLIAM C JENNINGS JR,33,SPRING STREET
913,2020-01-24,39107,20-1075,168,2020-01-24 09:49:00,2020-01-24 09:52:28,2020-01-24 09:52:41,,,ANIMAL CONTROL,Phone,NO ACTION REQUIRED,DISPATCHER WILLIAM C JENNINGS JR,33,TALCOTT ROAD
914,2020-01-24,39185,20-1077,169,2020-01-24 11:25:00,2020-01-24 11:29:51,,2020-01-24 11:31:55,2020-01-24 11:34:30,PUBLIC SERVICE,Phone,SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,37k,LINDLEY TERRACE
915,2020-01-24,39227,20-1079,169,2020-01-24 11:39:00,,,,,LICENSE TO CARRY,Walk-In,SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,,MAIN STREET
916,2020-01-24,39293,20-1080,169,2020-01-24 12:15:00,,,,,TRESPASS,Phone,SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,,COLD SPRING ROAD
917,2020-01-24,39324,20-1081,169,2020-01-24 12:55:00,,,2020-01-24 12:55:16,2020-01-24 12:55:45,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,N HOOSAC ROAD
918,2020-01-24,39361,20-1082,169,2020-01-24 12:56:00,,,2020-01-24 12:57:26,2020-01-24 12:58:00,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,N HOOSAC ROAD
919,2020-01-24,39389,20-1083,170,2020-01-24 12:59:00,,,2020-01-24 12:59:31,2020-01-24 13:00:04,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,POTTER ROAD
920,2020-01-24,39416,20-1084,170,2020-01-24 13:04:00,2020-01-24 13:10:56,,2020-01-24 13:11:00,2020-01-24 13:13:38,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,"38, 38, 38",STRATTON ROAD
921,2020-01-24,39448,20-1085,170,2020-01-24 13:06:00,,,2020-01-24 13:06:26,2020-01-24 13:07:51,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,STONEY LEDGE ROAD
922,2020-01-24,39474,20-1086,170,2020-01-24 13:09:00,,,2020-01-24 13:09:51,2020-01-24 13:10:48,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,LONGVIEW TERRACE
923,2020-01-24,39499,20-1087,170,2020-01-24 13:13:00,,,2020-01-24 13:13:57,2020-01-24 13:15:01,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,FRENIER AVENUE
924,2020-01-24,39524,20-1088,171,2020-01-24 13:15:00,,,2020-01-24 13:15:25,2020-01-24 13:16:03,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,HARWOOD STREET
925,2020-01-24,39549,20-1089,171,2020-01-24 13:20:00,,,,2020-01-24 13:23:31,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,HILL PROVINCE ROAD
926,2020-01-24,39577,20-1090,171,2020-01-24 13:25:00,,,2020-01-24 13:25:38,2020-01-24 13:26:10,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,HAWTHORNE ROAD
927,2020-01-24,39604,20-1091,171,2020-01-24 13:26:00,,,2020-01-24 13:27:11,2020-01-24 13:27:41,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,38,COLD SPRING ROAD
