,date,change_idx,log_num,pdf_page,call_datetime,disp_datetime,enrt_datetime,arvd_datetime,clrd_datetime,call_reason,call_type,call_action,call_taker,responding_units,street,narrative
552,2020-01-15,23957,20-641,103,2020-01-15 09:26:00,2020-01-15 15:30:02,,2020-01-15 15:30:18,2020-01-15 15:40:25,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 34",LUCE ROAD,5
553,2020-01-15,23982,20-642,103,2020-01-15 09:29:00,,,,2020-01-15 09:30:25,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,LONGVIEW TERRACE,Narrative: done Narrative: Checked
554,2020-01-15,24006,20-643,103,2020-01-15 09:31:00,,,2020-01-15 09:31:28,2020-01-15 09:32:12,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,STRATTON ROAD,Narrative: done Narrative: Checked
555,2020-01-15,24030,20-644,103,2020-01-15 09:36:00,,,2020-01-15 09:36:24,2020-01-15 09:37:39,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,STONEY LEDGE ROAD,Narrative: Done Narrative: Checked
556,2020-01-15,24055,20-645,104,2020-01-15 09:43:00,,,2020-01-15 09:43:27,2020-01-15 09:49:43,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,PARK STREET,Narrative: 6 violations
557,2020-01-15,24078,20-646,104,2020-01-15 09:49:00,2020-01-15 09:51:05,,2020-01-15 09:51:21,2020-01-15 10:01:02,SUSPICIOUS ACTIVITY,Phone,SERVICES RENDERED,CHIEF KYLE J JOHNSON,36,MAIN STREET,"Narrative: RP states J is defecating and urinating outside and they are set to open in 15 minutes. Narrative: RP had observed it occurring. JR stated she had to go but they were not open yet, she waiting for her social worker. She apologized. She was advised to go to another public building and their She given use restroom. was paper towels and bag. JJ picked it up and it was discarded in garbage."
558,2020-01-15,24176,20-647,104,2020-01-15 10:11:00,,,2020-01-15 10:12:15,2020-01-15 10:20:22,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,SAND SPRINGS ROAD,Narrative: 2 violations
559,2020-01-15,24199,20-648,104,2020-01-15 10:16:00,,,,2020-01-15 10:18:30,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,HILL PROVINCE ROAD,Narrative: Checked S-4 17:33 Narrative: Checked Area.
560,2020-01-15,24227,20-649,104,2020-01-15 10:19:00,,,2020-01-15 10:20:02,2020-01-15 10:21:53,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,HAWTHORNE ROAD,Narrative: done Narrative: Checked
561,2020-01-15,24251,20-650,104,2020-01-15 10:24:00,,,2020-01-15 10:24:15,2020-01-15 10:24:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,DISPATCHER WILLIAM C JENNINGS JR,34,COLD SPRING ROAD,Narrative: Checked S-4 18:24 Narrative: Checked
562,2020-01-15,24278,20-651,105,2020-01-15 10:24:00,,,2020-01-15 10:24:43,2020-01-15 10:26:53,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,CHURCH STREET,Narrative: Checked
563,2020-01-15,24302,20-652,105,2020-01-15 10:26:00,,,2020-01-15 10:26:57,2020-01-15 10:30:07,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,COLD SPRING ROAD,7
564,2020-01-15,24326,20-653,105,2020-01-15 10:30:00,,,,,ANIMAL CONTROL,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,SIMONDS ROAD,Narrative: Black Female Shih tzu was dropped off to GAH. 1430 Owner called.
565,2020-01-15,24356,20-654,105,2020-01-15 10:36:00,,,2020-01-15 10:36:30,2020-01-15 10:44:18,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,34,COLD SPRING ROAD,M
566,2020-01-15,24427,20-655,105,2020-01-15 11:04:00,2020-01-15 11:05:25,2020-01-15 11:05:51,,2020-01-15 11:09:06,9-1-1 ABANDONED CALL,911,NO ACTION REQUIRED,"PATROL DAVID JENNINGS, D",34,ADAMS ROAD,Narrative: Calling back on hold. Spoke to party who accidently dialed.
567,2020-01-15,24464,20-656,105,2020-01-15 11:12:00,,,2020-01-15 11:12:52,2020-01-15 11:17:04,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,GALE ROAD,4
568,2020-01-15,24487,20-658,106,2020-01-15 12:16:00,,,2020-01-15 12:16:25,2020-01-15 12:22:41,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,34,JAMIESON HTS,M
569,2020-01-15,24556,20-660,106,2020-01-15 13:22:00,,,2020-01-15 13:22:42,2020-01-15 13:47:33,MOTOR VEHICLE STOP,Initiated,VEHICLE TOWED,PATROL BRAD SACCO,34,MAIN STREET,"Narrative: Ron's notified. Narrative: Plates seized. Owner went with his vehicle to Rons. Narrative: 20-10-PR. Narrative: 1420 FJ called 911 to report he believes his daughter stole money from his account in VT. Ofc Hernandez spoke to Party who then said nothing about the money, just that he unable home because he has was to get no money and cannot drive his vehicle."
570,2020-01-15,24700,20-661,106,2020-01-15 13:57:00,,,,,SOLICITING,Phone,LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",,SIMONDS ROAD,"Narrative: working for insight, going CP door to door offering information solar. Party will call when down around 6pm. on"
571,2020-01-15,24785,20-662,106,2020-01-15 14:08:00,,,,,FOUND/ LOST PROPERTY,Walk-In,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,PINE COBBLE ROAD,Narrative: RP found plates in mailbox (MA PC 338140). 20-11-PR.
572,2020-01-15,24842,20-663,107,2020-01-15 14:33:00,,,,,SUSPICIOUS ACTIVITY,Phone,LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",,CHAPIN COURT,"Narrative: CP's wife found all the doors open in the basement. CP reports there was a man walking around their house yesterday after for few minutes. Faculities did the noon a not go to house at all yesterday either. Man in mid 30's, brown hair, beanie hat, thin in build."
573,2020-01-15,24912,20-664,107,2020-01-15 14:33:00,,,,,PUBLIC RECORDS REQUEST,Other,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,THE KNOLLS,Narrative: Requesting 19-14524 / emailed.
574,2020-01-15,24932,20-666,107,2020-01-15 15:01:00,,,2020-01-15 15:02:07,2020-01-15 15:08:54,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,SPRING STREET,4
575,2020-01-15,24953,20-667,107,2020-01-15 15:12:00,,,2020-01-15 15:12:59,2020-01-15 15:16:49,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,PARK STREET,9
576,2020-01-15,24974,20-669,107,2020-01-15 15:58:00,2020-01-15 15:59:33,,2020-01-15 15:59:42,2020-01-15 16:25:45,THREATS/HARASSMENT,Phone,SERVICES RENDERED,DISPATCHER LAURIE TUPER,30,SPRING STREET,"Narrative: Requests to speak to officer regarding threatening posts on Facebook about the shop. Narrative: Spoke with RP (MM) about the Facebook messages he has been receiving. There were no actual threats of violence towards anyone at the business. I am going to attempt to make contact with the party sending the posts to find out Po what his issue is with Tunnel City Coffee. was advised his rights and options and will contact the PD if there are any other problems. Narrative: Spoke with dad (MM) who stated his son (qi, who is Autistic) has done this in the past but insist hes harass will not trying to threaten or anyone. He speak to his son and stop him from contacting Tunnel City Coffee."
577,2020-01-15,25122,20-671,107,2020-01-15 17:23:00,,,2020-01-15 17:23:56,2020-01-15 17:25:51,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,SCHOOL STREET,1
578,2020-01-15,25144,20-672,107,2020-01-15 17:26:00,,,,,PARKING CHECK,Initiated,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,SOUTHWORTH STREET,Narrative: Checked Area.
579,2020-01-15,25168,20-673,108,2020-01-15 17:31:00,,,2020-01-15 17:31:52,2020-01-15 17:37:16,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,MAIN STREET,M
580,2020-01-15,25239,20-674,108,2020-01-15 17:36:00,,,2020-01-15 17:36:51,2020-01-15 17:37:29,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,CHARLES STREET,Narrative: Checked Area.
581,2020-01-15,25265,20-675,108,2020-01-15 17:47:00,,,2020-01-15 17:48:27,2020-01-15 17:48:58,SUSPICIOUS MOTOR VEHICLE,Initiated,SERVICES RENDERED,PATROL KEVIN P GARNER,34,WHITE OAKS ROAD,Narrative: Subject with dog. Advised about being in park after dark
582,2020-01-15,25341,20-676,108,2020-01-15 18:28:00,,,,2020-01-15 18:33:23,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,HANCOCK ROAD,7
583,2020-01-15,25405,20-677,108,2020-01-15 18:49:00,,,,2020-01-15 18:54:36,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,NEW ASHFORD ROAD,M
584,2020-01-15,25484,20-678,109,2020-01-15 18:59:00,2020-01-15 19:00:23,,2020-01-15 19:00:29,2020-01-15 19:29:36,SUSPICIOUS ACTIVITY,Walk-In,SERVICES RENDERED,DISPATCHER LAURIE TUPER,36,HENDERSON ROAD,Narrative: requesting officer Stopped in station to speak to an regarding she fell into. a scam Party received a call today at 4:15pm from a individual ( claiming be to an employee for National Grid. Party stated that an outstanding bill needed to be paid or electricity would be shut off. The directions send RP followed given and attempted to money from Walmart in N. Adams. An employee at Walmart advised RP it was a scam. No money was sent but RP gave caller her checking and routing number from her Mt. One Bank account. CP advised contact bank ASAP. CP will call back and was to advise if any funds were taken. 5-4
585,2020-01-15,25619,20-679,109,2020-01-15 19:10:00,2020-01-15 19:12:11,2020-01-15 19:16:51,2020-01-15 19:18:55,2020-01-15 19:33:48,MOTOR VEHICLE ACCIDENT,Phone,SERVICES RENDERED,DISPATCHER LAURIE TUPER,34,LAURIE DRIVE,"Narrative: Reports his blue Honda CRV struck, while it parked was was in the Colonial Plaza Lot. Refer Accident: 20-6-AC To"
586,2020-01-15,25704,20-680,109,2020-01-15 22:40:00,,,,,SUSPICIOUS ACTIVITY,Phone,LOG ENTRY REQUEST,DISPATCHER LAURIE TUPER,,COLE AVENUE,"Narrative: Reports, while walking her dog about an hour ago, a male was walking behind her, carrying base ball bat. She turned a down Moorland then onto Southworth back to Main. When she went Left onto Southworth, he went straight. Only descripton was male wearing a dark jacket and backpack. Unknow location at this time it hour but felt the PD as was over an ago, should know he was carrying a bat. Units notified. For Date: 01/16/2020 - Thursday"
587,2020-01-16,25801,20-681,109,2020-01-16 01:12:00,,,2020-01-16 01:12:25,2020-01-16 01:21:11,MOTOR VEHICLE STOP,Initiated,CITATION,PATROLMAN SCOTT SKORUPSKI,32,NORTH STREET,-
588,2020-01-16,25867,20-682,110,2020-01-16 02:05:00,,,,2020-01-16 02:21:38,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KALVIN DZIEDZIAK,34,COLD SPRING ROAD,M
589,2020-01-16,25940,20-683,110,2020-01-16 02:50:00,,,2020-01-16 02:51:27,2020-01-16 02:52:33,ROAD CONDITIONS,Initiated,TAKEN/REFERRED TO OTHER AGENCY,PATROLMAN SCOTT SKORUPSKI,32,COLE AVENUE,Narrative: Roads are snow covered and becoming slippery. Dispatch to notify DPW. 0254 Highway notified
590,2020-01-16,25977,20-684,110,2020-01-16 02:54:00,,,,2020-01-16 02:56:27,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,SIMONDS ROAD,7
591,2020-01-16,25999,20-685,110,2020-01-16 06:18:00,2020-01-16 06:20:42,2020-01-16 06:20:54,2020-01-16 06:25:45,2020-01-16 06:38:33,TRAFFIC COMPLAINT,Phone,UNABLE TO LOCATE,SERGEANT PAUL D THOMPSON,"32, 34",NEW ASHFORD ROAD,Narrative: Red CRV with vt. Plate North 7. Traveling slow but in on opposite travel lane.
592,2020-01-16,26044,20-687,110,2020-01-16 07:28:00,2020-01-16 14:42:32,,2020-01-16 14:16:56,2020-01-16 14:42:44,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 34, 34",COLD SPRING ROAD,4
593,2020-01-16,26074,20-690,110,2020-01-16 07:42:00,,,,,PUBLIC RECORDS REQUEST,Other,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,THE KNOLLS,Narrative: Requesting 19-174-AC / emailed.
594,2020-01-16,26094,20-691,110,2020-01-16 07:45:00,,,2020-01-16 07:45:57,2020-01-16 07:46:28,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: Checked S-4 17:29 Narrative: Checked Initiated
595,2020-01-16,26122,20-692,111,2020-01-16 07:47:00,,,2020-01-16 07:48:00,2020-01-16 08:03:51,TRAFFIC CONTROL,Phone,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,GALE ROAD,1
596,2020-01-16,26141,20-693,111,2020-01-16 08:05:00,,,2020-01-16 08:06:02,2020-01-16 08:06:55,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HAWTHORNE ROAD,Narrative: Checked S-4 17:22 Narrative: done Narrative: Checked
597,2020-01-16,26169,20-694,111,2020-01-16 08:08:00,,,,2020-01-16 08:10:26,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HILL PROVINCE ROAD,Narrative: Countryside working on trees out front Narrative: Checked S-4 17:19 Narrative: done Narrative: Checked Area.
598,2020-01-16,26206,20-695,111,2020-01-16 08:14:00,,,,2020-01-16 08:20:05,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL TANIA HERNANDEZ,36,WILLIAMSTOWN ROAD,F
599,2020-01-16,26276,20-697,111,2020-01-16 08:22:00,2020-01-16 15:07:02,2020-01-16 15:07:14,2020-01-16 15:07:21,2020-01-16 15:20:01,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,COLE AVENUE,Narrative: Drive through school lot
600,2020-01-16,26307,20-699,112,2020-01-16 08:51:00,,,,,TRAFFIC COMPLAINT,Phone,LOG ENTRY REQUEST,PATROLMAN MICHAEL J ZIEMBA Jr,,COLD SPRING ROAD,"Narrative: J: VP Schutz reporting on behalf of student being ""flipped off"" by and having her traffic create issues while he is behind her. Will speak to BE regards same. Message left for return call."
601,2020-01-16,26364,20-701,112,2020-01-16 09:27:00,,,2020-01-16 09:28:11,2020-01-16 09:29:38,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,Narrative: checked Narrative: Checked S-4 18:43 Narrative: Checked Area. Narrative: Checked Area.
602,2020-01-16,26399,20-703,112,2020-01-16 09:32:00,,,2020-01-16 09:32:16,2020-01-16 09:32:48,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,Narrative: checked Narrative: Checked Area.
603,2020-01-16,26425,20-704,112,2020-01-16 09:34:00,,,2020-01-16 09:35:02,2020-01-16 09:35:56,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,ELM STREET,Narrative: checked Narrative: Checked Area.
604,2020-01-16,26450,20-705,112,2020-01-16 09:38:00,,,2020-01-16 09:38:11,2020-01-16 09:39:35,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HEMLOCK LANE,Narrative: Checked
605,2020-01-16,26474,20-706,113,2020-01-16 09:41:00,2020-01-16 09:51:20,,2020-01-16 09:51:25,2020-01-16 09:54:30,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 36, 36, 36",STRATTON ROAD,Narrative: checked 0944 Initiated BUILDING CHECK BUILDING CHECKED/SECURED
606,2020-01-16,26517,20-707,113,,,,2020-01-16 09:44:40,2020-01-16 09:46:12,PARKING CHECK,Phone,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,STONEY LEDGE ROAD,Narrative: checked Narrative: done Narrative: Checked CHECKED/SECURED
607,2020-01-16,26539,20-708,113,2020-01-16 09:47:00,,,2020-01-16 09:48:02,2020-01-16 09:49:03,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,STRATTON ROAD,Narrative: checked Narrative: done Narrative: Checked
608,2020-01-16,26564,20-709,113,2020-01-16 09:50:00,,,2020-01-16 09:50:35,2020-01-16 09:51:07,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,LONGVIEW TERRACE,Narrative: checked Narrative: done Narrative: Checked
609,2020-01-16,26590,20-710,114,2020-01-16 09:55:00,,,2020-01-16 09:55:26,2020-01-16 09:56:03,PARKING CHECK,Initiated,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,FRENIER AVENUE,Narrative: checked Narrative: Checked
610,2020-01-16,26614,20-711,114,2020-01-16 09:56:00,,,2020-01-16 09:56:44,2020-01-16 09:57:42,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HARWOOD STREET,Narrative: checked Narrative: Checked
611,2020-01-16,26638,20-712,114,2020-01-16 10:01:00,,,2020-01-16 10:01:59,2020-01-16 10:07:37,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,SAND SPRINGS ROAD,Narrative: 2 violations
612,2020-01-16,26661,20-713,114,2020-01-16 10:09:00,,,2020-01-16 10:09:41,2020-01-16 10:14:11,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,PARK STREET,1
613,2020-01-16,26681,20-714,114,2020-01-16 10:19:00,,,2020-01-16 10:19:39,2020-01-16 10:22:37,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,GALE ROAD,7
614,2020-01-16,26703,20-715,114,2020-01-16 10:25:00,,,2020-01-16 10:25:30,2020-01-16 10:26:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,KEEP HILL ROAD,Narrative: Checked S-4 17:44 Narrative: Checked
615,2020-01-16,26730,20-716,114,2020-01-16 10:52:00,,,,2020-01-16 12:56:51,ASSIST OTHER AGENCY,Initiated,SERVICES RENDERED,PATROL BRAD SACCO,34,COLD SPRING ROAD,1
616,2020-01-16,26755,20-717,115,2020-01-16 12:07:00,,,,,SUSPICIOUS ACTIVITY,Phone,INVESTIGATED / REPORT,PATROLMAN MICHAEL J ZIEMBA Jr,,COLD SPRING ROAD,Narrative: Email received from DA's Office for review. Refer To incident: 20 -10-OF CHECKED/SECURED
617,2020-01-16,26792,20-718,115,2020-01-16 13:04:00,,,2020-01-16 13:04:34,2020-01-16 13:04:37,BUILDING CHECK,Other,PATROL ADVISED,PATROL BRAD SACCO,34,COLD SPRING ROAD,7
618,2020-01-16,26814,20-719,115,2020-01-16 14:22:00,,,,,DISTURBANCE,Phone,LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",,COLD SPRING ROAD,Narrative: Dementia patient hit another dementia patient. injuries. No Initiated
619,2020-01-16,26844,20-720,115,2020-01-16 14:36:00,,,2020-01-16 14:36:55,2020-01-16 14:42:17,MOTOR VEHICLE ACCIDENT,911,SERVICES RENDERED,PATROL BRAD SACCO,34,COLD SPRING ROAD,Narrative: Vehicle slid off roadway. Was able to get it out and back on the road. No damage to the vehicle property. or 1452 Phone ACCIDENT VEHICLE TOWED
620,2020-01-16,26938,20-721,115,2020-01-16 20:15:00,2020-01-16 14:53:11,2020-01-16 14:53:14,2020-01-16 14:53:37,2020-01-16 14:59:38,MOTOR VEHICLE ACCIDENT,911,VEHICLE TOWED,ALL EQUIPMENT POLICE DEPARTMENT,"32, 34, 36",GREEN RIVER ROAD,Narrative: RP reporting a MVA one vehicle roll over. Unknown if any injuries. Refer Accident: To 20-7-AC
621,2020-01-16,27041,20-724,116,2020-01-16 15:22:00,,,2020-01-16 15:22:50,2020-01-16 15:29:04,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,SPRING STREET,4
622,2020-01-16,27062,20-725,116,2020-01-16 15:30:00,,,,2020-01-16 15:34:55,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,36,PARK STREET,5
623,2020-01-16,27083,20-727,116,2020-01-16 16:11:00,,,2020-01-16 16:11:24,2020-01-16 16:17:34,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL SHUAN N WILLIAM,32,SIMONDS ROAD,M
624,2020-01-16,27158,20-728,116,2020-01-16 17:08:00,,,2020-01-16 17:08:46,,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET,Narrative: 01/16/2020 1709 no violations - Narrative: Checked
625,2020-01-16,27189,20-729,116,2020-01-16 17:24:00,,,2020-01-16 17:25:03,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,NORTH STREET,Narrative: done Narrative: Checked Area.
626,2020-01-16,27217,20-730,116,2020-01-16 17:27:00,,,2020-01-16 17:30:20,2020-01-16 17:30:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,SOUTHWORTH STREET,Narrative: Checked Area.
627,2020-01-16,27241,20-734,116,2020-01-16 23:27:00,,,,2020-01-16 23:32:20,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,COLD SPRING ROAD,5
628,2020-01-16,27309,20-735,117,2020-01-16 23:38:00,,,,2020-01-16 23:44:54,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KALVIN DZIEDZIAK,30,COLD SPRING ROAD,M
629,2020-01-16,27379,20-736,117,2020-01-16 23:59:00,,,,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KALVIN DZIEDZIAK,30,FIELD ROAD,y
630,2020-01-17,27456,20-737,117,2020-01-17 00:23:00,,,2020-01-17 00:23:47,2020-01-17 00:29:39,MOTOR VEHICLE STOP,Initiated,CITATION,PATROLMAN SCOTT SKORUPSKI,32,HANCOCK ROAD,F
631,2020-01-17,27525,20-738,117,2020-01-17 01:33:00,,,2020-01-17 01:33:35,2020-01-17 01:39:49,MOTOR VEHICLE STOP,Initiated,CITATION,PATROLMAN SCOTT SKORUPSKI,32,MAIN STREET,E
632,2020-01-17,27592,20-739,117,2020-01-17 04:15:00,,,,2020-01-17 04:16:18,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,MAIN STREET,8
633,2020-01-17,27614,20-740,118,2020-01-17 07:10:00,2020-01-17 14:14:46,2020-01-17 14:17:11,2020-01-17 14:19:38,2020-01-17 14:46:32,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,"37k, 37k, 36",COLD SPRING ROAD,2
634,2020-01-17,27648,20-741,118,2020-01-17 07:22:00,,,2020-01-17 07:22:03,2020-01-17 07:26:07,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD,M
635,2020-01-17,27723,20-742,118,2020-01-17 07:40:00,2020-01-17 14:48:23,2020-01-17 14:48:51,2020-01-17 14:48:59,2020-01-17 15:16:44,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,"37k, 36",GALE ROAD,4
636,2020-01-17,27751,20-743,118,2020-01-17 08:03:00,,,2020-01-17 08:03:44,2020-01-17 08:03:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,PETERSBURG ROAD,9
637,2020-01-17,27774,20-744,118,2020-01-17 08:11:00,2020-01-17 15:01:24,2020-01-17 15:01:33,2020-01-17 15:07:20,2020-01-17 15:17:41,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,"36, 34",COLE AVENUE,1
638,2020-01-17,27801,20-745,118,2020-01-17 08:12:00,,,,,PUBLIC RECORDS REQUEST,Other,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,THE KNOLLS,Narrative: Letter of Good Conduct for Overland Travel
639,2020-01-17,27824,20-748,118,2020-01-17 09:33:00,,,2020-01-17 09:33:15,2020-01-17 09:33:25,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,N HOOSAC ROAD,Narrative: Checked S-4 12:27 Narrative: checked Narrative: checked Narrative: Checked 2324 Narrative: Checked 0323
640,2020-01-17,27863,20-750,119,2020-01-17 09:34:00,2020-01-17 09:36:06,,2020-01-17 09:37:19,2020-01-17 09:44:06,ANIMAL CONTROL,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",36,CHURCH STREET,"Narrative: Golden retriever escaped, out of state tags. Dog is home."
641,2020-01-17,27896,20-751,119,2020-01-17 09:45:00,,,2020-01-17 09:45:55,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,COLD SPRING ROAD,Narrative: Checked Narrative: Checked Area. 1003 Initiated BUILDING CHECK BULLDING CHECKED/SECURED
642,2020-01-17,27929,20-752,119,2020-01-17 02:32:00,,,,2020-01-17 10:04:26,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HILL PROVINCE ROAD,Narrative: Checked Narrative: Checked 0232 Initiated BUILDING CHECK BUILDING CHECKED/SECURED
643,2020-01-17,27956,20-755,119,2020-01-17 10:06:00,,,2020-01-17 10:06:38,2020-01-17 10:07:53,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HAWTHORNE ROAD,Narrative: Checked Narrative: Checked Area. BUILDING CHECKED/SECURED
644,2020-01-17,27980,20-756,119,2020-01-17 10:12:00,,,2020-01-17 10:12:37,2020-01-17 10:14:00,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,,COLD SPRING ROAD,0
645,2020-01-17,28003,20-757,120,2020-01-17 10:20:00,,,2020-01-17 10:20:41,2020-01-17 10:21:13,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,KEEP HILL ROAD,Narrative: Checked Narrative: Checked Area.
646,2020-01-17,28031,20-758,120,2020-01-17 10:22:00,,,2020-01-17 10:22:55,2020-01-17 10:23:54,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,GALE ROAD,Narrative: Buses loading for ski trip.
647,2020-01-17,28061,20-759,120,2020-01-17 10:33:00,,,2020-01-17 10:35:16,2020-01-17 10:36:14,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,FRENIER AVENUE,Narrative: Checked Narrative: Checked Area.
648,2020-01-17,28087,20-760,120,2020-01-17 10:36:00,,,2020-01-17 10:37:09,2020-01-17 10:38:25,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,36,HARWOOD STREET,Narrative: Checked Narrative: Checked Area.
