call_number,vehicles_color,vehicles_year,vehicles_model,vehicles_vin
19-2559,BLK,2017,VOLV XC60 TS,Y¥V440MRU1H2122975
19-2581,BLK,2009,TOYT RUNNER,JTEBU14R29K041125
19-2581,BLK,2011,BMW SE 328XI,WBAPKSC50BA655797
19-2593,BLU,2018,MAZD CX5,JM3KFBDM6J0441981
19-2609,RED,2014,FORD FIESTA,3FADP4EJ4EM135949
19-2614,WHI,2013,FORD EXPEDI,1FMUKIJ58DEF02144
19-2623,RED,1985,TOYT TK,JT4RN5OR8F0105446
19-2625,BLK,2005,TOYT RAV4,JTEGD20V656000739
19-2626,RED,2009,VOLK ROUTAN,2V8HW34199R541285
19-2628,GRY,2003,MITS OUTLAN,JA4LX31G23U071116
19-2629,GRY,2010,CHEV SILVER,3GCRKSE34AG113625
19-2658,ONG,2005,HOND ELEMEN,SJ6YH28375L000776
19-2667,RED,2014,MAZD SE 6,JM1GJ1W63E1156290
19-2669,WHI,2002,TOYT CO CAMSOL,2T1CE22P02C000982
19-2671,GRN,2018,SUBA LL FORRESTER,JF2SJAEC2JH552571
19-2688,RED,2018,KIA 4D STI,KNAES5LC9J6025548
19-2701,WHI,2002,FORD 4D TAURUS,1FAFP55U92A190799
19-2703,BLU,2017,VOLV ST XC60,YV440MRU4H2028024
19-2704,RED,2016,FORD PK F~-150XLT,1FTEX1LE89GFA57407
19-2711,BLK,2012,SUBA SE IMP,JF1GJAD64CHO003835
19-2713,BLK,2013,NISS SE ALTIMA,LIN4AL3AP1DC153814
19-2715,WHI,2016,RAV4,JTMBFREV8GJ070771
19-2716,GRY,2008,SUZI SE SX4,JS2Y¥C414985103960
19-2717,GRY,2012,ACUR LL MDX,2HNYD2H36CH511918
19-2721,BLK,2006,MAZD CO RX8,JM1FE173760202246
19-2732,RED,2011,SUBA 4D LEGACY,4S3BMBC63B3250925
19-2737,BLK,2008,TOYT HIGHLA,JTEES43A782099276
19-2747,BLK,2006,SUBA LL LEGACY,4S4BP67C566304613
19-2747,BLK,2006,SUBA LL LEGACY,4S4BP67C566304613
19-2748,GRY,2018,TOYT U HIGHLANDER,
19-2749,WHI,2019,AUDI 4D A? PREMI,WAUU2AF2XKN024707
19-2759,JTDKB20U593486947,GRY,2009 TOYT PRIUS,
19-2759,JTDKB20U593486947,GRY,2009 TOYT PRIUS,
19-2779,BLU,2006,JEEP GRACHE,1J4GR48K06C147843
19-2779,BLU,2012,FORD,1FDBF2BTXCEC56305
19-2780,BLU,2009,NISS SE ALTIMA,1N4AL21E29N503343
19-2782,GRN,2017,NISS ROGUE,KNMAT2MV4HP562855
19-2786,LHGCR2F37EA297478,2014,HOND 4D ACC,
19-2788,BLK,2012,TOYT U,
19-2789,GRY,2015,HOND U PILOT,SFNYF4H71FB054878
19-2795,GRY,2011,CHEV SE CRUZE,1G1PF5S97B7176133
19-2807,GRY,2016,TUNDRA,5TFDYSF12GX519690
19-2816,BLK,2012,TR UTILIT,43¥DC2422CC093703
19-2839,WHI,2002,SUBA IMPREZ,JF1GG29652G833404
19-2840,BLK,2008,SUBA SW,
19-2842,BLK,2011,NISS ROGUE,JN8SASSMV7BW306229
19-2866,WHI,2007,SAA CV 93 & 93B,YS3FD79Y¥976004421
19-2866,GRY,2013,TOYT TACOMA,STFUX4ENODX023073
19-2869,GRY,2011,SUBA SE FOREST,JF2SHAEC4BH764305
19-2869,GRY,2011,SUBA SE FOREST,JF2SHAEC4BH764305
19-2872,WHI,2015,4RUNNER/LIMITED/TRAIL/TRD,JTEBUSIR9OF5204892
19-2881,VIN:,3GCEK13J08G289432,WHI 2008 CHEV SILVER,3GCEK13J08G289432
19-2889,RED,2009,SUBA FOREST,JF2SH63669H760194
19-2902,BRO,1998,CHEV BLAZER,IGNDT13W9W2136338
19-2910,BRO,2009,HOND 4T CRV,SJ6RE48569L056949
19-2916,VIN:,LPMZ077K74UA53123,WHI 2004 FORD EXPLOR,LPMZ077K74UA53123
19-2929,WHI,2018,TESL MODELX,SYJXCBE2XJF109595
19-2930,WHI,2016,TOYT U HIGHLA,5TDJKRFH6GS309088
19-2933,BLK,2000,TOYT SE CAMRY,4T1BG28K5YU617979
19-2934,GRY,2018,NISS U ROGUE,JN8AT2MV50W312637
19-2940,GRY,2012,HYUN SANTAF,5SXYZGDAB5CG111975
19-2952,BLU,2007,SUZI ST SX4,JS2YB417675102339
19-2953,BLU,2009,SUBA FOREST,JF2SH63659H724660
19-2954,GRY,2005,TOYT 4RUNNE,JTEBU14R450075671
19-2967,BLK,2016,MAZD ST CX3,JMIDKFB75G0138166
19-2967,GRY,2012,ACUR MDX,2HNYD2H47CH546749
19-2976,GRY,2017,BMW 4D 540,WBAJE7C33HG888747
19-2977,GRY,2008,SUZI Sx4,JS2YB413685107927
19-2978,GRY,2016,BMW 4D 320I,WBA8A3C57GK691001
19-2978,GRY,2016,BMW 4D 320I,WBA8A3C57GK691001
19-2980,GRN,2006,FORD LL ESCAPE,1LFMCUS6HX6KA08389
19-2981,WHI,2010,HYUN SE ELANTR,KMHDU4AD5AU964484
19-2982,SIL,2007,AUDT 4D Q7,WALBV74L97D088986
19-2983,WHI,2006,VOLK CO NEWBEE,3VWRF31Y76M325582
19-2988,VIN:,1N4AL11D96C173080,BLU 2006 NISS SE ALTIMA,1N4AL11D96C173080
19-3006,BLK,2007,VOLV SE S40,YV1MS382472307151
19-3006,BLK,2007,VOLV SE S40,YV1MS382472307151
19-3012,WHI,2017,VOLK SE JETTA,3VW167AJ0HM290474
19-3016,BLU,2010,FORD LL EDG,2FMDK4JC4ABB34100
19-3018,GRY,2019,HOND CRV,2HKRW2HS3KH609204
19-3020,RED,2007,HYUN TUCSON,KM8JM12B970S74690
19-3037,GRN,2004,TOYT PK,
19-3041,GRY,2006,SUBA SW IMPREZA,JF1GG67666G814960
19-3047,WHI,2014,FORD TRANSI,NMOLS?7F71E1165218
19-3057,BLU,2016,VOLK SE JETTA,3VWD67AJ0GM400760
19-3065,RED,2003,CHEV SILVER,1GCHK29173E148030
19-3067,BLU,2006,DODG CARAVA,1D4GP24R66B721857
19-3068,BLK,2009,TOYT SCIOTC,JTKDE167390295954
19-3071,BLK,2009,FORD TK,
19-3072,BLK,2009,FORD,LFTZRI5EO9PA04707
19-3081,GRN,2013,TOYT PRIUS,JTDZN3EU00D3259999
19-3082,GRY,2018,FORD TK,
19-3085,1GCNCSEA5CZ26,9525,GRY 2012 CHEV PK SILVERADO,
19-3086,BLK,2006,JEEP GRAND,1J4GR48K86C207531
19-3086,BLK,2006,JEEP GRAND,1J4GR48K86C207531
19-3088,BLU,2007,JEEP WRANGL,1J4FA24197L208061
19-3090,GRY,2007,JEEP TK,1LJ8GR48K17C658042
19-3092,WHI,2009,CHEV SILVER,2GCEK29J691125366
19-3111,GRY,2016,SUBA FOREST,JF2SJADC4GH476880
19-3119,BLK,2007,NISS SE SENTRA,3NLAB61E57L707266
19-3119,RED,2012,SUBA IMPREZ VIN: JFIGPAC64CH208684,JFIGPAC64CH208684
19-3119,BLK,2007,NISS SE SENTRA,3NLAB61E57L707266
19-3119,RED,2012,SUBA IMPREZ VIN: JFIGPAC64CH208684,JFIGPAC64CH208684
19-3120,BLU,2006,STRN VUE,5G2ZCZ33D56S8820752
19-3121,WHI,2008,CHEV SILVER,3GCEK13J08G6289432
19-3131,WHI,2018,TOYT CHR,NMTKHMBX5JR016968
19-3152,WHI,2015,GMC DENALI,1GT120E87FF665321
19-3154,ONG,2005,HOND ELEMEN,5J6YH28375L000776
19-3163,GRY,2004,FORD LGTCON,2FTRF182K4CA23835
19-3164,DBL,2008,HOND 4T PILOT,SFNYF184X8B039996
19-3165,BRO,2006,TOYT U HIGHLANDER,JTEEW21A560031546
19-3169,BRO,2002,OLDS 4D INTREPID,1G3WH52HX2F123582
19-3169,BRO,2002,OLDS 4D INTREPID,1G3WH52HX2F123582
19-3170,GRY,2017,TOYT RAV4,JTMRFREV6HD204658
19-3171,BLU,2014,CHEV EQUINO,2GNFLEEK3E6112841
19-3172,GRY,2013,TOYT PRIUS,JTDKDTB31D1049195
19-3182,GRY,2007,HOND SE ACCORD,1HGCM66587A051937
19-3182,GRY,2007,HOND SE ACCORD,1HGCM66587A051937
19-3183,PC,NY,GKS6725 VIN: 4T1BF3EK1BU613867 GRN 2011 TOYT 4D CAMRY,4T1BF3EK1BU613867
19-3191,VIN:,YV449MRU3H2113944,GRY 2017 VOLV XC60,YV449MRU3H2113944
19-3199,WHI,2017,TOYT TK TACOMA,5STFRXSGNXHX086180
19-3199,BLU,2015,NISS LL ROGUE,5NIAT2MV8FC800187
19-3202,WHI,2006,FORD F150,1IFTRK14W26NB08994
19-3212,GRN,2018,PRIUS,JTDKARFUiG3058607
19-3211,BRO,2013,TOYT RAV4UT,JTMBFREV6DD007291
19-3217,BLU,2006,NISS SE ALTIMA,IN4AL11D46C209449
19-3218,WHI,2019,SUBA 4T,
19-3220,TAN,2001,CHEV TK S-10,16CC5195918120104
19-3228,WHI,2012,CHEV SE IMPALA,2GiWG5E33C1236889
19-3251,BLK,2010,VOLV 4D S40,YV1382MSXA2486829
19-3251,GRY,2012,NISS FRONTI,IN6ADOCWXCC481500
19-3251,WHI,2017,FORD SE FOCUS,1FADP3F23HL311445
19-3251,BLK,2010,VOLV 4D S40,YV1382MSXA2486829
19-3251,GRY,2012,NISS FRONTI,IN6ADOCWXCC481500
19-3251,WHI,2017,FORD SE FOCUS,1FADP3F23HL311445
19-3258,BLU,2015,HOND ODYSSE,SFNRL5SH24FB093391
19-3263,BLK,2017,SUBA HB,
19-3265,BLK,2013,CHEV SE IMPALA,2G1WG5SE31D1118177
19-3269,BRO,2017,CHEV 4D VOLT,1GiRC6S54HU134971
19-3270,,,,
19-3271,GRY,2019,ACUR LL MDX,5JU8YD4H5
19-3272,GRN,2013,SUBA SW FOREST,UF2SHADC5DH432846
19-3275,RED,2004,CHEV 4D AVO,KL1TJ62614B170738
19-3293,BLK,2005,TOYT RAV4,JTEGD20V656000739
19-3293,BLK,2005,TOYT RAV4,JTEGD20V656000739
19-3298,GRY,2015,TOYT HIGHLA,STDBKRFH6FS088367
19-3300,RED,2007,HOND 4D CR-,JHLRE48707C069588
19-3337,GRY,2018,TOYT RAV4 VIN: JTMRFREV33J253016,JTMRFREV33J253016
19-3338,BLK,2013,PORD F150,LFTEX1EMODFD05780
19-3349,RED,2001,FORD EXPLOR,1FMZU73E81ZA77851
19-3352,RED,2016,CHEV TRAX,3GNCJNSBIGL228521
19-3354,GLD,2004,HOND SE ACCORD,1HGCM66504A100530
19-3360,WHI,2014,CHEV VN EXPRESS,1GCSGAFX6E1103276
19-3363,BLK,2003,NISS XTERRA,SN1ED28Y23C653198
19-3366,WHI,2015,CHEV SE CRUZE,1G1LPC5SB3F7141347
19-3385,BLK,2018,TESL SE MODEL3,SYJ3ELEBXJFO95555
19-3385,BLK,2018,TESL SE MODEL3,SYJ3ELEBXJFO95555
19-3390,BLK,2019,FORD TK F150,1FTEWiC46KFA81806
19-3395,GRY,2003,CHRY VN TOWN,2C4GP44383R148803
19-3338,VIN:,JA4AZ3A3XHZ016261,BLU 2017 MITS OUT,JA4AZ3A3XHZ016261
19-3338,VIN:,JA4AZ3A3XHZ016261,BLU 2017 MITS OUT,JA4AZ3A3XHZ016261
19-3399,BLU,2002,DODG DAKOTA,1B7HG38N52S671252
19-3402,GRY,2009,NISS ROGUE,JN8AS58V89W442308
19-3403,BLU,2014,TOYT RAV4UT,2T3DFREV4EW216705
19-3403,BLU,2014,TOYT RAV4UT,2T3DFREV4EW216705
19-3405,WHI,2007,LEXS 4D ES 350,JTHBJ46G472054268
19-3406,GRY,2011,CHEV SE CRUZE,1G1PF5S97B7176133
19-3407,Arvd-22:02:02,Clrd-22:06:35,BLK 2005 HOND SE ACCORD,1HGCM66555A051407
19-3408,GRN,2009,SUBA ST OUTBAC,454BP60C797338237
19-3408,BLU,2006,ACUR U,
19-3408,WHI,2005,DODG PK,1LD7HUL8D357617209
19-3428,GRY,2018,FORD F150,LFTEWLEGXJFA53478
19-3429,RED,2012,HOND FIT,JHMGE8G3XCC015797
19-3438,BLK,2012,VOLV SE S60,YV1622FS4C2055630
19-3442,BRO,2009,TOYT SE CAMRY,4T4BE46K09R100648
19-3448,RED,2003,PONT CO GRANAM,1G2NW12E33C254814
19-3449,BLU,2014,NISS TITAN,1N6AA0RC9EN513985
19-3451,GRN,2004,VOLK SE JETTA,3VWRA69M34M016870
19-3457,GRY,2016,,4S3BNAL6
19-3459,BLK,2018,SUBA CROSST,JF2GTABC3JH223219
19-3460,BLU,2005,VOLK 4D PASSAT,WVWAD63B05P005920
19-3461,PLE,2007,FORD 4D FUS,3FAHP02197R136468
19-3463,TAN,2008,FORD TK,1FTSX21R48EE09534
19-3464,VIN:,1613C5SH4C4144152,BLK 2012 CHEV SE SONIC,1613C5SH4C4144152
19-3465,BLK,2008,HYUN 4D ELANTRA,KMHDU46D78U0485356
19-3467,BRO,1997,FORD RANGER,IFTCR1OA6VUB15316
19-3468,GRY,2005,SUBA SE IMPREZ,JF1GD67565H526090
19-3483,WHI,2015,SUBA IMPREZA,JF1GPAA67F8244134
19-3486,GRN,2012,SUBA IMPREZ,JF1GPAS63CH208127
19-3491,,,,
19-3496,RED,2017,SUBA OUTBAC,4S4BSANCXH3350608
19-3497,WHI,2014,BMW X3,5UXWX9C55E0D11630
19-3500,BLU,2009,SUBA FOREST,JFP2SH63659H724660
19-3503,SIL,2014,FORD 4D FOCUS,1FADP3K26EL333554
19-3506,BLK,2016,TOYT SE COROLL,2TIBURHEXGC536620
19-3512,GRN,2005,FORD SE TAURUS,1FAHP56S35A254846
19-3538,WHI,2018,HYUN TK 268,SPVNJ8JV6J4S70078
19-3544,BLK,2007,HOND PILOT,2HKYF18657H531448
19-3552,RED,2009,VOLK SE JETTA,3VWHZ71K49M135345
19-3579,SIL,2007,DODG U NITRO,1D8GU28K27W530953
19-3581,GRY,206010,MERZ SE,
19-3591,GRY,1999,JEEP GRACHE,1034GW58S4xC733283
19-3594,GRY,1999,JEEP U,
19-3608,GRY,2002,GMC ENVOY,1GKDT13$422271280
19-3614,WHE,2013,MERZ SE C300,WDDGF8ABXDR245956
19-3614,WHE,2013,MERZ SE C300,WDDGF8ABXDR245956
19-3631,RED,2017,TACOMA,3TMCZ5AN1HM113572
19-3649,GRY,2012,TOYT SE CAMRY,4T4BFILFK5CR183982
19-3652,BLK,2012,CHEV SE SONIC,1G1JD5SB9C4183845
19-3657,GRY,2011,TOYT SE CAMRY,4TIBK3EK5BU631946
19-3661,BLK,2007,HOND 4D CIVIC,2HGFA16597H306492
19-3662,GRY,2016,NISS FRONTI,IN6ADOEV9GN786307
19-3663,WHI,2007,SUBA SW,
19-3664,2002,TOYT,HGH,JTEHF21A920066999
19-3666,BRO,2007,FORD SE TAURUS,1FAFP53U37A109385
19-3667,WHI,2016,HYUN 4D ELANTRA,SNPDH4AE2GHE
19-3668,GRY,2014,HOND CRV,2HKRM4H34EH671960
19-3669,GRY,2007,TOYT 4D CAMRY,4TIBE46K37U066518
19-3674,GRY,2008,TOYT SE CAMRY,4T1BK46K98U061009
19-3676,BLU,2000,HOND SE CIVIC,1HGEJ8646YL059528
19-3676,BLU,2000,HOND SE CIVIC,1HGEJ8646YL059528
19-3678,RED,2016,DODG GRACAR,2C4RDGBG3GR252257
19-3679,GRY,2017,CHEV SE BOLT,1G1LFW6S01H4172544
19-3702,GRY,2017,HOND CRV,5J6RW2H97HL002367
19-3710,GRN,2013,SUBA OUTBAC,4S4BRBGC5D3311871
19-3711,GRY,2017,BUIC LL ENV,LRBFXCSA8HD045932
19-3713,GRY,2016,HOND LL CRV,2HKRM4H50GH606818
19-3714,GLD,2002,SUBA FORESTER,JPISF63502H700001
19-3715,GRY,2005,DODG SE NEON,1B3ES56C85D195832
19-3716,BRO,2011,TOYT TACOMA,3TMLU4EN4BM063938
19-3717,BLK,2003,CHEV U SUBURBAN,3GNFK16Z53G335343
19-3718,BLK,2015,TOYT SE CAMRY,4T4BFLFKSFR486694
19-3720,GRY,2008,TOYT STENNA,STDZK23CX8S202422
19-3725,GRY,2008,TOYT RAV4UT,JTMBD33V385147577
19-3728,GRY,2009,NISS VERSA,3N1BCI13EX9L46
19-3728,GRY,2014,CHEV SE CRUZE,1GLPA5SG9E7175583
19-3728,GRY,2009,NISS VERSA,3N1BCI13EX9L46
19-3728,GRY,2014,CHEV SE CRUZE,1GLPA5SG9E7175583
19-3734,WHI,2007,FORD VN ECONOLINE E150,LFTNE14W47DB45265
19-3749,RED,2002,TOYT TACOMA,STEPM62N522897446
19-3761,GRN,2017,SUBA FOREST,JF2SJAEC2HH811456
19-3762,,,,
19-3762,GRY,2018,BMW CO 230XI,WBA2K1C59JVD41143
19-3764,BLU,2018,JEEP CHEROK,1C4PJLCBXJD542758
19-3765,GRY,2002,SAA CV 93 & 93B,YS3DP75G527015530
19-3766,GRY,2006,SUBA SW FORESTER,JF1SG65606H753659
19-3767,RED,2010,HOND 4H INS,JHMZE2H77AS017792
19-3767,RED,2010,HOND 4H INS,JHMZE2H77AS017792
19-3768,WHI,2017,SUBA ST XV,JF2GPABC7HH240572
19-3769,GRN,1999,TOYT 4RUNNE,JT3HN86R9X0252787
19-3772,PC,NY,AND8012 VIN: LHGCR2F38FA241891 BRO 2015 HOND 4D ACCORD,LHGCR2F38FA241891
19-3774,GRY,1997,GEO U TRACKE,2CNBJ1361V6921424
19-3783,BLK,2014,JEEP PATRIO,1C4NURFB8ED713065
19-3783,BLK,2014,JEEP PATRIO,1C4NURFB8ED713065
19-3785,GRY,2008,TOYT PRIUS,JTDKB20U987744944
19-3806,BLK,2012,CHEV EQUINO,2GNFLEEK0C6169320
19-3812,BRO,2008,HOND 4D CIVIC,2HGFA16528H311289
19-3813,GRY,2016,HYUN SE ELANTR,KMHDH4AE7GU579515
19-3813,GRY,2016,HYUN SE ELANTR,KMHDH4AE7GU579515
19-3814,BLK,2018,VOLK U ATLAS,1V2PR2CA5JC542276
19-3816,VIN:,3FAHP021X8R230473,WHI 2008 FORD SE FUSION,3FAHP021X8R230473
19-3817,GRN,2003,SUBA ST LEGACY,483BH675137633785
19-3819,VIN:,1GYKNERS7KZ216867,BLK 2019 CADI LL XT5,1GYKNERS7KZ216867
19-3819,VIN:,1GYKNERS7KZ216867,BLK 2019 CADI LL XT5,1GYKNERS7KZ216867
19-3820,BRO,2005,HYUN U SANTFE,KM8SC73E25U887077
19-3821,YEL,2006,HOND U CRV,JHLRD68506C008320
19-3823,GRY,2019,DODG PK 1500,1C6SRFBT4KN580603
19-3826,BLK,2011,KIA SORENT,5XYKT3A18BG185422
19-3858,SIL,2014,FORD 4D,1FA6P0H72E5354027
19-3858,SIL,2014,FORD 4D,1FA6P0H72E5354027
19-3860,WHI,2007,H3,SGTDN13E478167093
19-3864,BLK,2012,TOYT TACOMA,3TMLU4EN2CM0
19-3868,BLU,2005,JEEP LIBERT,104GL48K55W584929
19-3889,BLU,2007,HOND SE CIVIC,2HGFA1L6517H509070
19-3899,BLU,2011,BUIC SE LACROS,1G4GC5EC3BF267635
19-3902,BLK,2015,JEEP LL CMP,1C4NJDEB8FD110140
19-3903,GRY,2017,VOLK SE PASSAT,iVWDT7A30HC078179
19-3905,GRY,2015,SUBA SE IMPREZ,JFIGJAA63FH009795
19-3908,WHI,2015,,1G1PCSSB9F7188835
19-3909,GRY,2016,JEEP GRACHE,1C4RJFAG9GC427589
19-3923,BLK,2014,HIGHLA,STDDKRFH3ES014749
19-3929,GRY,2014,NISS HB,
19-3930,BRO,2014,HOND 4D ACCORD,LHGCR2F86EA053350
19-3934,BLK,2018,CHEV TK,1GC2KUEG6J0Z241977
19-3935,BLK,2015,GMC SIERRA,1IGTL2YEGXFF549648
19-3935,,,,
19-3938,BLK,2005,PONT VIBE,5Y25L638652456284
19-3938,BLK,2005,PONT VIBE,5Y25L638652456284
19-3940,GRY,2017,SUBA SW,JF2SJABC9HH409454
19-3941,GRY,2016,TOYT SE COROLL,2TiBURHE3GC730261
19-3942,GRY,2012,HOND FIT,JHMGE8G30CC016151
19-3943,GRY,2019,SUBA CROSST,JF2GTAAC7KH201727
19-3945,2017,SUBA,SW CROSSTREK,JF2GPADC6H82568390
19-3947,WHI,2008,TOYT SE PRIUS,JTDKB20U783456654
19-3948,BRO,2006,HYUN SE ELANTR,KMHDN46D56U219280
19-3953,BLU,2008,VOLK R32,WVWKC71K18W054067
19-3956,GRY,2008,NISS ROGUE,JNS8AS58VX8W133695
19-3960,GRN,2007,TOYT SE CAMRY,4TIBE46KX7U656473
19-3966,BRO,2011,CHEV SILVER,1GCRKSE3XBZ311725
19-3986,BRO,2017,SE QUATTR,ZAMS6RRAGHi247562
19-3987,BRO,2016,CHEV TRAV,1IGNKVHKD1GJ151496
19-3993,SIL,2001,BUIC 4D LES,1G4HP54K114207686
19-4006,RED,2007,HYUN 4D SONATA,SNPET46C57H209222
19-4007,SIL,2014,ACUR SW,SJ8TB4H59EL015702
19-4008,GRY,2016,TOYT 4T,
19-4009,GRY,2004,HOND SE ACCORD,1HGCM56674A062099
19-4009,GRY,2004,HOND SE ACCORD,1HGCM56674A062099
19-4010,SIL,2011,MAZD U CX7,JM3ER2A53B0393360
19-4013,WHI,2004,HOND 4D,2IHGCM56755A060927
19-4020,GRY,2012,CHEV VOLT,1G1RA6E44CU105570
19-4021,BLK,2014,TOYT RAV4,2T3RFREVXEW192402
19-4050,GRY,2009,VOLK SW JETTA,3VWMM71K39M320077
19-4057,YEL,2006,NISS SE SENTRA,3N1CB51D46L586254
19-4058,BLK,2017,CADI LL ESCALADE,1GYS43KJ2HR311723
19-4059,GRY,2012,SUBA ST OUTBAC,4S4BRDLC2C2243258
19-4062,RED,2002,HOND LL CRV,JHLRD77842C053935
19-4063,WHI,2007,CHEV EXP,16CGG25VX71137378
19-4070,GRN,2012,TOYT SIENNA,5STDJK3DCXCS047090
19-4093,GRY,2013,LEXS 4D 350,2T2BK1BA5DC167931
19-4095,WHI,2005,HOND SW PILOT,2HKYF18735H502438
19-4095,WHI,2005,HOND SW PILOT,2HKYF18735H502438
19-4101,GLD,2007,SUBA LL LEGACY,4S4BP61C576306968
19-4202,WHI,2004,ACUR LL MDX,2HNYD189X4H521724
19-4210,GRY,2013,JEEP PATRIO,1C4NJRCB9DD113612
19-4212,GRY,2012,HYUN SE ACCENT,KMHCT4AE7CU218421
19-4213,BLK,2017,NISS 4D MAXIMA,IN4AAGAP5HC455524
19-4214,WHI,2017,SUBA ST XV,JF2GPABC7HH240572
19-4215,GRY,2002,DODG GRACAR,2B4GP44R12R702344
19-4215,BRO,2004,TOYT SE CAMRY,4T1BF30K94U586010
19-4215,GRY,2004,HOND SE ACCORD,LHGCM56674A062099
19-4217,BLK,2014,CHEV SILVER,1GCVKRECOEZ293540
19-4218,VIN:,GRY,2010 PONT VIBE,GRY
19-4231,GRY,2010,FORD ESCAPE,1FMCU9DG6AKA53073
19-4233,BLK,2018,HOND HRV,3CZRU6H51JM707244
19-4234,BLU,2007,GMC SIEERRA,1GTEK19J57Z599548
19-4236,WHI,2017,TACOMA,STFSZ5AN9HX096493
19-4239,BLK,2014,FIAT 500L,ZFBCFADH9EZ006919
19-4241,GRY,2005,HOND SE CIVIC,2HGES16535H514454
19-4244,GRY,2009,CHEV TRAVER,1GNEV23D99S108868
19-4246,BLU,2007,HOND CRV,JHLRE48707C118143
19-4250,WHI,2010,AUDI LL Q5,WAILKAFP8AA093423
19-4256,GRY,2017,SUBA ST IMPREZ,4S3GTAA65H1i712587
19-4260,GRY,2006,SUBA SE LEGACY,4S3BL626267206649
19-4261,BLK,2006,TOYT SE COROLL,JTDBR32E960058951
19-4262,GRY,2008,AUDI SE A6,WAUDH74F48N012035
19-4263,BLK,2003,JEEP LIBERT,1J4GL48KX3W732599
19-4270,RED,2005,GMC PK SIERRA,2GTEK19B451245194
19-4274,BRO,2015,SUBA U,
19-4287,BLK,2005,NISS U XTERA,5N1AN08W75C613149
19-4288,GRY,2015,NISS ROGUE,KNMAT2MV8FP572477
19-4290,WHI,2017,HYUN U TCN,KM8J3CA44HU418544
19-4291,BRO,2007,FORD ST FREEST,1FMDKO061X7GA18241
19-4294,BLU,2001,CHEV TRACKE,2CNBJ634X16918110
19-4304,BLU,2017,VOLK LL GOLF,3VWH17AU2HM531314
19-4307,TAN,2017,JEEP LL WRANGLER,1C4BUWEG3HL658503
19-4310,GRY,2007,HYUN SE ELANTR,KMHDU46DX7U206867
19-4311,BLK,2014,CHEV SE CRUZE,1G61PC5SB1E7197799
19-4105,WHI,2016,FORD SH FUSION,3FA6P0D90GR162418
19-4106,BLK,2016,FORD U,
19-4108,GRY,2011,BMW 4T,
19-4109,BLU,2016,HOND U CRV,5J6RM4H46GL051452
19-4109,BLU,2016,HOND U CRV,5J6RM4H46GL051452
19-4110,BLU,2011,VOLK SE JETTA,3VWDX7AJXBM012926
19-4115,GRY,2006,NISS SE ALTIMA,1N4AL11D66N348017
19-4117,GRY,2007,AUDI U,
19-4117,GRY,2007,AUDI U,
19-4118,WHI,2004,FORD EXPLOR,1FMZU77K74UA53123
19-4119,BLU,1999,VOLV SE S70,YV1LS55A6X2610404
19-4124,RED,2016,HOND SW,JHMGKS5SH53GS003297
19-4124,RED,2016,HOND SW,JHMGKS5SH53GS003297
19-4157,BLU,2012,TOYT 4D PRIUS,JTDKN3DU6C1550004
19-4158,GRY,2005,VOLV ST XC70,YV1SZ592151184649
19-4162,GRY,2009,MAZD SE 3,JM1BK32F691233815
19-4196,GRN,2000,HOND SE,1HGCG6653YA132658
19-4200,GRY,2015,NISS SE ALTIMA,1N4AL3APXFC187608
19-4315,GRN,2009,SUBA ST FOREST,JF2SH61629H761085
19-4320,BLU,2012,NISS VERSA,3N1BC1CP3CK239475
19-4320,BLU,2012,NISS VERSA,3N1BC1CP3CK239475
19-4325,GRY,2014,CHEV SE MALIBU,1G11H5SL7EF227118
19-4325,GRY,2014,CHEV SE MALIBU,1G11H5SL7EF227118
19-4336,GRY,2011,MAZD 3,JM1BL1K6XB1407358
19-4343,WHI,2015,KIA SOUL,KNDIN2A24F7794261
19-4352,GRY,1998,OLDS SE INTRIG,1G3WHS2K3WF381461
19-4353,GRN,2002,HOND SE CIVIC,2HGES16132H572301
19-4370,RED,2001,DODG RAMTRU,3B7HF13ZX1G236928
19-4371,WHI,2013,VOLV SE S60,YV1612FH6D2173235
19-4372,GRY,2019,SUBA IMPREZ,483GTAB62K3703498
19-4373,WHI,2013,HOND CRV RM4H3D,536RM4H36DL083739
19-4387,GRY,2018,NISS U ROGUE,SNIAT2MV83C789135
19-4393,BLU,2012,NISS ROGUE,JN8AS5SMV4CW395274
19-4393,BLU,2012,NISS ROGUE,JN8AS5SMV4CW395274
19-4397,BLU,2000,FORD EXPLOR,1FMZU64P5YZA30507
19-4400,WHI,2016,HYUN 4T,
19-4402,BLK,2006,FORD F150,1FTPW14526FB41263
19-4404,GRY,2011,TOYT U,
19-4407,GRY,2017,FORD SE FUSION,3FA6
19-4408,TAN,2003,PONT 4D GRAND AM,1G2NF52F13C216093
19-4416,GRY,2008,STRN VUE,3GSDL43N88S522892
19-4416,GRY,2008,STRN VUE,3GSDL43N88S522892
19-4431,BLK,2016,MAZD HB CX3,JM1DKBC79G0105209
19-4434,BRO,2013,TOYT RAV4UT,JTMRFREVXDD029471
19-4434,BRO,2013,TOYT RAV4UT,JTMRFREVXDD029471
19-4443,GRY,2018,HYUN 4D SONATA,SNPE34AF9JH656497
19-4443,GRY,2018,HYUN 4D SONATA,SNPE34AF9JH656497
19-4445,WHI,2013,KIA CO FORTE,KNAFU6A27D5690286
