,date,change_idx,log_num,pdf_page,call_datetime,disp_datetime,enrt_datetime,arvd_datetime,clrd_datetime,call_reason,call_type,call_action,call_taker,responding_units,street,narrative
3745,2019-04-13,162600,19-4575,681,2019-04-13 08:16:00,,,,,9-1-1 TEST CALL,911,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,NORTH STREET,"Narrative: TTY test call, procedure followed."
3746,2019-04-13,162626,19-4576,681,2019-04-13 08:23:00,2019-04-13 08:31:47,,2019-04-13 08:31:51,2019-04-13 11:58:36,FOREST WARDEN DISPATCH,Initiated,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,TACONIC TRAIL,Narrative: Assisting with a burn.
3747,2019-04-13,162660,19-4577,681,2019-04-13 08:24:00,,,,2019-04-13 08:24:45,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HILL PROVINCE ROAD,Narrative: checked Narrative: Checked 0202
3748,2019-04-13,162686,19-4578,681,2019-04-13 08:24:00,,,,2019-04-13 08:25:34,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HILL PROVINCE ROAD,Narrative: checked Narrative: Checked 0204
3749,2019-04-13,162712,19-4579,681,2019-04-13 08:27:00,,,2019-04-13 08:27:52,2019-04-13 08:28:18,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HAWTHORNE ROAD,Narrative: checked Narrative: Checked
3750,2019-04-13,162736,19-4580,681,2019-04-13 08:29:00,,,2019-04-13 08:30:53,2019-04-13 08:31:27,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,SIMONDS ROAD,Narrative: checked Narrative: Checked 0308
3751,2019-04-13,162762,19-4582,682,2019-04-13 08:31:00,,,2019-04-13 08:33:00,2019-04-13 08:33:10,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,N HOOSAC ROAD,Narrative: Checked Narrative: checked Narrative: checked Narrative: Checked 2333 Narrative: Checked 0306
3752,2019-04-13,162798,19-4581,682,2019-04-13 08:32:00,,,2019-04-13 08:32:54,2019-04-13 08:33:31,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: checked Narrative: Checked
3753,2019-04-13,162823,19-4583,682,2019-04-13 08:34:00,,,2019-04-13 08:35:49,2019-04-13 08:36:00,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,N HOOSAC ROAD,Narrative: checked Narrative: Checked 0149
3754,2019-04-13,162850,19-4584,682,2019-04-13 08:36:00,,,2019-04-13 08:37:00,2019-04-13 08:37:58,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: checked Narrative: Checked
3755,2019-04-13,162875,19-4585,683,2019-04-13 08:38:00,,,2019-04-13 08:39:45,2019-04-13 08:40:16,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,WATERMAN PLACE,Narrative: checked Narrative: Checked 0120
3756,2019-04-13,162901,19-4586,683,2019-04-13 08:44:00,,,2019-04-13 08:45:38,2019-04-13 08:46:01,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,MAIN STREET,Narrative: checked Narrative: Checked 0110
3757,2019-04-13,162927,19-4587,683,2019-04-13 08:46:00,,,2019-04-13 08:47:27,2019-04-13 08:47:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,FRENIER AVENUE,Narrative: checked Narrative: Checked
3758,2019-04-13,162952,19-4588,683,2019-04-13 08:46:00,,,2019-04-13 08:48:07,2019-04-13 08:48:48,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,HARWOOD STREET,Narrative: checked Narrative: Checked
3759,2019-04-13,162977,19-4589,683,2019-04-13 09:43:00,2019-04-13 09:47:43,2019-04-13 09:47:53,2019-04-13 09:50:55,2019-04-13 09:53:47,ANIMAL CONTROL,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",36,SIMONDS ROAD,"Narrative: CP reports a possible injured all by its self goose appears to be unable to fly. Narrative: Was walking around, hit siren and it flew off."
3760,2019-04-13,163029,19-4590,684,2019-04-13 10:02:00,,,,2019-04-13 10:06:15,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,PARK STREET,Narrative: 3 violations
3761,2019-04-13,163052,19-4591,684,2019-04-13 10:06:00,,,2019-04-13 10:07:09,2019-04-13 10:13:23,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,SAND SPRINGS ROAD,Narrative: 3 violations
3762,2019-04-13,163075,19-4594,684,2019-04-13 10:46:00,2019-04-13 10:48:11,2019-04-13 10:49:32,2019-04-13 10:55:48,2019-04-13 10:59:33,ASSIST OTHER AGENCY,Phone,TAKEN/REFERRED TO OTHER AGENCY,"PATROL DAVID JENNINGS, D",36,WHITE OAKS ROAD,Narrative: CP reporting from their driveway is across a rotted tree on wires not causing a hazard on the roadway. Narrative: Between pole 44 and 43 tree telephone/cable wire. on Narrative: National Grid notified.
3763,2019-04-13,163138,19-4595,684,2019-04-13 10:52:00,2019-04-13 10:53:49,,,,ALARM,911,ALARM,"PATROL DAVID JENNINGS, D",30,MAIN STREET,"Narrative: Entry/Exit as well as interior. Narrative: At 10:53 am, partner Called to cancel the PD he accidentally , response as activated the alarm."
3764,2019-04-13,163186,19-4596,684,2019-04-13 13:11:00,,,2019-04-13 13:11:27,2019-04-13 13:20:53,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,SERGEANT SCOTT E MCGOWAN,30,NEW ASHFORD ROAD,F
3765,2019-04-13,163259,19-4598,684,2019-04-13 13:30:00,,,,,BURN PERMIT,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,SAND SPRINGS ROAD,Narrative:
3766,2019-04-13,163274,19-4597,685,2019-04-13 13:52:00,,,2019-04-13 13:52:38,2019-04-13 14:00:30,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL TANIA HERNANDEZ,36,WILLIAMSTOWN ROAD,M
3767,2019-04-13,163344,19-4599,685,2019-04-13 15:03:00,,,2019-04-13 15:03:48,2019-04-13 15:06:39,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,PARK STREET,Narrative: 04/13/2019 1503 - Start 04/13/2019 1800 - no violations
3768,2019-04-13,163375,19-4600,685,2019-04-13 15:04:00,,,2019-04-13 15:05:36,2019-04-13 15:14:18,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL JOHN J MCCONNELL JR,38,SPRING STREET,8
3769,2019-04-13,163397,19-4602,685,2019-04-13 16:25:00,,,2019-04-13 16:25:02,2019-04-13 16:33:41,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,NEW ASHFORD ROAD,M
3770,2019-04-13,163474,19-4603,685,2019-04-13 16:52:00,,,2019-04-13 16:53:22,2019-04-13 16:53:28,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET,Narrative: 04/13/2019 1652 - no violations 04/13/2019 1845 violations - no
3771,2019-04-13,163506,19-4604,685,2019-04-13 17:09:00,,,,2019-04-13 17:16:05,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL SHUAN N WILLIAM,32,BRIDGES ROAD,M
3772,2019-04-13,163576,19-4605,686,2019-04-13 17:24:00,,2019-04-13 17:26:19,2019-04-13 17:34:44,2019-04-13 17:39:47,SUSPICIOUS MOTOR VEHICLE,Phone,GONE ON ARRIVAL,"PATROL DAVID JENNINGS, D",38,LUCE ROAD,Narrative: reports a party riding a motorized bike in the spruces.
3773,2019-04-13,163611,19-4606,686,2019-04-13 17:29:00,2019-04-13 17:33:46,2019-04-13 17:34:30,2019-04-13 17:39:28,2019-04-13 17:52:02,SUSPICIOUS ACTIVITY,Phone,UNABLE TO LOCATE,"PATROL DAVID JENNINGS, D",32,BEE HILL ROAD,"Narrative: CP reports heaing shoots above her house, gun CP believes it's coming 800-900 feet away. Narrative: 04/13/2019 1749 Spoke with RP, states 20 shots total. - Unable to locate anyone in the area, or hear shots personally. RP will call again if becomes a consistent problem."
3774,2019-04-13,163683,19-4607,686,2019-04-13 19:43:00,,,2019-04-13 19:44:11,2019-04-13 19:50:40,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL JOHN J MCCONNELL JR,38,BRIDGES ROAD,F
3775,2019-04-13,163756,19-4608,686,2019-04-13 19:58:00,,,2019-04-13 19:59:10,2019-04-13 20:04:47,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,BRIDGES ROAD,M
3776,2019-04-13,163829,19-4609,686,2019-04-13 20:03:00,2019-04-13 20:05:45,2019-04-13 20:05:55,2019-04-13 20:09:03,2019-04-13 20:14:22,ANIMAL CONTROL,Phone,UNABLE TO LOCATE,"PATROL DAVID JENNINGS, D",32,ELLIOTT DRIVE,Narrative: Dark brown/black medium size dog with electric collar. an Last seen by Blliott Dr and heading towards Stoney Ledge.
3777,2019-04-13,163875,19-4611,686,2019-04-13 21:36:00,2019-04-13 21:37:25,,2019-04-13 21:40:06,2019-04-13 21:40:09,DISABLED M V,Phone,TAKEN/REFERRED TO OTHER AGENCY,SERGEANT SCOTT E MCGOWAN,"32, 38",MAIN STREET,Narrative: College student stuck and doesn't know how to get back to the main rd. Received two calls one from WCSS and the other from the female involved. WCSS the location off Main says was of West St. Student is unaware of location. NAPD found vehicle and will assist with party getting back the main road. to
3778,2019-04-13,163962,19-4612,687,2019-04-13 21:59:00,,,2019-04-13 22:00:13,2019-04-13 22:07:58,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL JOHN J MCCONNELL JR,38,MAIN STREET,y
3779,2019-04-13,164037,19-4614,687,2019-04-13 00:16:00,,,2019-04-13 00:17:21,2019-04-13 00:27:42,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL ANTHONY M DUPRAT,34,COLD SPRING ROAD,F
3780,2019-04-13,164109,19-4615,687,2019-04-13 01:01:00,,,2019-04-13 01:02:27,2019-04-13 01:10:11,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL ANTHONY M DUPRAT,34,BALLOU LANE,F
3781,2019-04-13,164182,19-4616,687,2019-04-13 01:43:00,,,,2019-04-13 01:46:11,SUSPICIOUS MOTOR VEHICLE,Initiated,BUILDING CHECKED/SECURED,PATROL CRAIG A EICHHAMMER,31,SIMONDS ROAD,Narrative: Vehicle parked north side lot. Area secure.
3782,2019-04-13,164245,19-4617,688,2019-04-13 02:39:00,,,2019-04-13 02:39:00,2019-04-13 02:51:30,SUSPICIOUS MOTOR VEHICLE,Initiated,LOG ENTRY REQUEST,SERGEANT PAUL D THOMPSON,34,MAIN STREET,Narrative: Parked in lot on west side of parking lot near Wild Oats Food Coop. Found that owner is an employee of Wild Oats.
3783,2019-04-13,164322,19-4618,688,2019-04-13 03:33:00,2019-04-13 03:34:14,2019-04-13 03:34:38,2019-04-13 03:39:58,2019-04-13 03:57:13,DISABLED M V,911,SERVICES RENDERED,SERGEANT PAUL D THOMPSON,"34, 31",COLD SPRING ROAD,Narrative: Calling for assistance Narrative: Party ran out of gas. Used department gas to get party can to gas station.
3784,2019-04-13,164422,19-4619,688,2019-04-13 04:20:00,,,,2019-04-13 04:23:29,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,NORTH STREET,9
3785,2019-04-13,164445,19-4621,688,2019-04-13 08:35:00,,,2019-04-13 08:36:27,2019-04-13 08:37:05,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD,Narrative: Checked S-4 19:02 Narrative: Checked
3786,2019-04-13,164474,19-4622,688,2019-04-13 08:39:00,,,2019-04-13 08:40:42,2019-04-13 08:40:47,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD,Narrative: Checked S-4 19:11 Narrative: Checked
3787,2019-04-13,164503,19-4623,689,2019-04-13 08:55:00,,,,2019-04-13 08:56:54,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HILL PROVINCE ROAD,Narrative: Checked S-4 18:51 Narrative: Checked Area.
3788,2019-04-13,164533,19-4624,689,2019-04-13 08:56:00,,,,2019-04-13 08:57:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HILL PROVINCE ROAD,Narrative: Checked S-4 18:52 Narrative: Checked Area.
3789,2019-04-13,164563,19-4625,689,2019-04-13 08:59:00,,,2019-04-13 09:00:35,2019-04-13 09:01:05,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HAWTHORNE ROAD,Narrative: Checked S-4 18:54 Narrative: Checked
3790,2019-04-13,164591,19-4626,689,2019-04-13 09:06:00,,,2019-04-13 09:07:55,2019-04-13 09:08:12,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,SIMONDS ROAD,Narrative: checked Narrative: Checked Area.
3791,2019-04-13,164618,19-4627,689,2019-04-13 09:25:00,,,2019-04-13 09:26:55,2019-04-13 09:27:08,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,N HOOSAC ROAD,Narrative: Checked Narrative: checked Narrative: Checked S-4 19:40 Narrative: Checked Area. Narrative: Checked Area.
3792,2019-04-13,164657,19-4628,690,2019-04-13 09:28:00,,,2019-04-13 09:29:58,2019-04-13 09:30:09,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,N HOOSAC ROAD,Narrative: checked Narrative: Checked Area.
3793,2019-04-13,164685,19-4629,690,2019-04-13 09:52:00,,,2019-04-13 09:53:16,2019-04-13 09:53:27,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,MAIN STREET,Narrative: checked @ 1515 Narrative: Checked Area.
3794,2019-04-13,164714,19-4630,690,2019-04-13 09:55:00,,,2019-04-13 09:56:07,2019-04-13 09:56:19,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,WATERMAN PLACE,Narrative: checked Narrative: Checked Area.
3795,2019-04-13,164741,19-4631,690,2019-04-13 10:00:00,,,2019-04-13 10:01:51,2019-04-13 10:02:16,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,STRATTON ROAD,Narrative: checked Narrative: Checked
3796,2019-04-13,164767,19-4632,691,2019-04-13 10:01:00,2019-04-13 10:03:13,2019-04-13 10:03:27,2019-04-13 10:05:42,2019-04-13 10:30:48,ASSIST OTHER AGENCY,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",37k,GRACE COURT,"Narrative: Assist trooper with possible sex offender, party is supposedly in a camper. Narrative: Party taken into custody by MSP Trooper Stec."
3797,2019-04-13,164860,19-4634,691,2019-04-13 10:29:00,,,2019-04-13 10:29:56,2019-04-13 10:30:14,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HARWOOD STREET,Narrative: checked Narrative: Checked
3798,2019-04-13,164884,19-4635,691,2019-04-13 10:30:00,,,2019-04-13 10:30:41,2019-04-13 10:31:11,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,FRENIER AVENUE,Narrative: checked Narrative: Checked
3799,2019-04-13,164908,19-4636,691,2019-04-13 11:20:00,2019-04-13 11:22:18,2019-04-13 11:22:38,2019-04-13 11:25:51,2019-04-13 11:33:45,SUSPICIOUS ACTIVITY,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D","37k, 36, 36, 36",SOUTH STREET,"Narrative: A party urinated in the feature, seemd be water party to out of it, 1132 36 Transporting one off property milage 3249. Arrived 1133 36 3249."
3800,2019-04-13,164964,19-4637,691,2019-04-13 11:30:00,,,,,LARCENY,Other,INVESTIGATED / REPORT TAKEN,"PATROL DAVID JENNINGS, D",,CHAPIN HALL DRIVE,"Narrative: Stolen article report for a white Centurion bike, last seen on 04/13/19 at 7pm in front of Sage D. Valued at $100. Refer To Incident: 19-90-OF"
3801,2019-04-13,165012,19-4638,692,2019-04-13 12:43:00,,,,,BURN PERMIT,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,SAND SPRINGS ROAD,Narrative:  
3802,2019-04-13,165028,19-4639,692,2019-04-13 13:03:00,,,,,ANIMAL CONTROL,Phone,ANIMAL CONTROL,"PATROL DAVID JENNINGS, D",,WHITE OAKS ROAD,Narrative: CP reports a nest of ground bees. DPW advised.
3803,2019-04-13,165060,19-4643,692,2019-04-13 17:13:00,,,2019-04-13 17:13:33,2019-04-13 17:13:37,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET,Narrative: Checked S-4 19:50
3804,2019-04-13,165085,19-4645,692,2019-04-13 20:24:00,,,2019-04-13 20:25:49,2019-04-13 20:33:07,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL SHUAN N WILLIAM,32,DEER RIDGE RUN,-
3805,2019-04-15,165154,19-4647,692,2019-04-15 01:04:00,,,2019-04-15 01:04:51,2019-04-15 01:11:06,MOTOR VEHICLE STOP,Initiated,CITATION,PATROLMAN SCOTT SKORUPSKI,32,WHITMAN STREET,M
3806,2019-04-15,165223,19-4648,692,2019-04-15 02:58:00,2019-04-15 03:03:42,2019-04-15 03:04:31,2019-04-15 03:08:00,2019-04-15 03:17:28,ROAD CONDITIONS,Phone,TAKEN/REFERRED TO OTHER AGENCY,SERGEANT PAUL D THOMPSON,"34, 32, 34",WATER STREET,Narrative: Party reports tree across road. 0302 32 requests State Highway to remove. MM 15.0 0305 Mass Highway notified responding. 0356 34 reports additional tree down and no power area of Pole#23 0358 National Grid contacted Narrative: 0420Hrs MADOT on scene.
3807,2019-04-15,165295,19-4649,693,2019-04-15 03:55:00,2019-04-15 04:15:44,2019-04-15 04:15:45,2019-04-15 04:18:43,2019-04-15 04:36:26,ROAD CONDITIONS,Initiated,SERVICES RENDERED,PATROL ANTHONY M DUPRAT,"34, 32",WATER STREET,Narrative: Tree down in road at cable mills. Narrative: MA DOT arrived and removed tree.
3808,2019-04-15,165337,19-4650,693,2019-04-15 03:55:00,2019-04-15 03:56:14,2019-04-15 03:56:46,2019-04-15 04:05:02,2019-04-15 04:10:39,ALARM,911,ALARM FALSE,SERGEANT PAUL D THOMPSON,32,IDE ROAD,"Narrative: Bedroom zone Unable to contact keyholder Narrative: Checked residence appears in order, unknown for the activation."
3809,2019-04-15,165380,19-4651,693,2019-04-15 04:13:00,,,,2019-04-15 04:14:25,ROAD CONDITIONS,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,GREEN RIVER ROAD,Narrative: Tree across the road. Tree removed from roadway.
3810,2019-04-15,165410,19-4652,693,2019-04-15 04:42:00,,,2019-04-15 04:43:51,2019-04-15 04:47:20,ROAD CONDITIONS,Initiated,TAKEN/REFERRED TO OTHER AGENCY,PATROLMAN SCOTT SKORUPSKI,"32, 32",PETERSBURG ROAD,Narrative: Between Pole#48 and #49 has a tree branch on it with wires down blocking the road. Three placed by the cones down tree. Dispatch to notify National Grid. 0615 National Grid called a second time. 32 Reports and someone cut up tree DPW should be able to push tree off Road. Highway notified re status. Narrative: Advised national grid of Ide Road Power Outage.
3811,2019-04-15,165497,19-4653,694,2019-04-15 04:49:00,,,2019-04-15 04:50:05,2019-04-15 04:50:09,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,NORTH STREET,9
3812,2019-04-15,165519,19-4654,694,2019-04-15 05:11:00,2019-04-15 05:13:03,2019-04-15 05:13:21,2019-04-15 05:31:27,2019-04-15 05:31:30,9-1-1 TEST CALL,911,NO ACTION REQUIRED,SERGEANT PAUL D THOMPSON,"32, 34",HALL STREET,"Narrative: Sounds like phone trouble on call back Won't ring Narrative: Spoke to owner, he is unaware of the phone number involved. He tried the number in his office which rang at front desk. Everything is fine the motel, nothing needed. at"
3813,2019-04-15,165592,19-4655,694,2019-04-15 05:33:00,2019-04-15 05:34:25,2019-04-15 05:34:43,2019-04-15 05:40:13,2019-04-15 05:46:18,ROAD CONDITIONS,Phone,SERVICES RENDERED,SERGEANT PAUL D THOMPSON,34,BEE HILL ROAD,"Narrative: Tree down blocking road. Near the Sheep Hill parking lot Narrative: Tree completly blocking road, no wires down. Dispatch to notify highway. Highway notified. 0622 Highway on scene"
3814,2019-04-15,165645,19-4656,694,2019-04-15 07:48:00,,,,2019-04-15 08:04:48,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KALVIN DZIEDZIAK,34,WATER STREET,Narrative: Renewed road side via smartphone.
3815,2019-04-15,165724,19-4657,694,2019-04-15 09:02:00,,,,2019-04-15 09:10:16,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,A
3816,2019-04-15,165795,01247-4252,695,,,,,,SEX OFFENDER REGISTRATION,Initiated,LOG ENTRY REQUEST,SERGEANT PAUL D THOMPSON,,DEER MOUNTAIN VILLAGE ROAD,F
3817,2019-04-15,165801,19-4659,695,2019-04-15 09:36:00,,,,,PUBLIC RECORDS REQUEST,Other,SERVICES RENDERED,CHIEF KYLE J JOHNSON,,HENDERSON ROAD,Narrative: Requesting 19-49-AC / emailed.
3818,2019-04-15,165821,19-4663,695,2019-04-15 11:55:00,,,2019-04-15 11:56:57,2019-04-15 11:57:10,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,SIMONDS ROAD,Narrative: Workers on scene. Narrative: Checked S-4 17:32 Narrative: Checked Area.
3819,2019-04-15,165852,19-4664,695,2019-04-15 11:57:00,,,2019-04-15 11:58:36,2019-04-15 11:59:42,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,Narrative: Checked Narrative: Checked S-4 17:35 Narrative: Checked 19:31 S-4 Narrative: Checked Area. Narrative: Checked Area.
3820,2019-04-15,165891,19-4665,695,2019-04-15 11:59:00,,,,2019-04-15 11:59:42,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,34,FRENIER AVENUE,Narrative: Checked Narrative: Checked Narrative: Checked
3821,2019-04-15,165917,19-4666,696,2019-04-15 12:00:00,,,,2019-04-15 12:00:50,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,34,HARWOOD STREET,Narrative: Checked Narrative: Checked Narrative: Checked
3822,2019-04-15,165943,19-4667,696,2019-04-15 12:00:00,,,2019-04-15 12:02:04,2019-04-15 12:02:38,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,Narrative: Checked S-4 17:39 Narrative: Checked Area.
3823,2019-04-15,165971,19-4668,696,2019-04-15 12:05:00,,,2019-04-15 12:06:44,2019-04-15 12:07:46,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,WATERMAN PLACE,Narrative: Checked Narrative: Checked Area.
3824,2019-04-15,165996,19-4669,696,2019-04-15 12:16:00,,,2019-04-15 12:17:10,2019-04-15 12:18:08,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,STRATTON ROAD,Narrative: Checked Narrative: Checked
3825,2019-04-15,166020,19-4670,696,2019-04-15 12:22:00,,,,2019-04-15 12:23:15,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,34,HILL PROVINCE ROAD,Narrative: Checked Narrative: Checked S-4 16:57 Narrative: Checked Area.
3826,2019-04-15,166050,19-4671,697,2019-04-15 12:23:00,2019-04-15 12:24:09,2019-04-15 12:24:22,2019-04-15 12:26:19,2019-04-15 12:50:27,MOTOR VEHICLE ACCIDENT,911,INVESTIGATED / REPORT TAKEN,CHIEF KYLE J JOHNSON,34,HANCOCK ROAD,Narrative: Two Car at entrance to Municipal Lot: no injury. Refer To Accident: 19-51-AC
3827,2019-04-15,166177,19-4672,697,2019-04-15 12:34:00,,,2019-04-15 12:35:46,2019-04-15 12:36:30,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: Checked S-4 17:12 Narrative: Checked
3828,2019-04-15,166204,19-4673,697,2019-04-15 12:34:00,,,2019-04-15 12:36:00,2019-04-15 12:37:12,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,HAWTHORNE ROAD,Narrative: Checked S-4 17:01 Narrative: Checked
3829,2019-04-15,166232,19-4674,697,2019-04-15 12:38:00,,,2019-04-15 12:40:08,2019-04-15 12:41:11,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,Narrative: Checked S-4 17:05 Narrative: Checked
3830,2019-04-15,166259,19-4677,698,2019-04-15 16:10:00,,,,,LARCENY,Phone,LOG ENTRY REQUEST,DISPATCHER LAURIE TUPER,,SIMONDS ROAD,"Narrative: Reports two packages taken from her mailbox. Thief took them to old Price Chopper/Friendly's lot, opened them and took PlantSkydd (valued at $36.00) leaving the childrens crayons in the box. Some person found the boxes and returned them to caller. She has notified USPS and will be notifying Amazon. Requests log note."
3831,2019-04-15,166328,19-4678,698,2019-04-15 16:27:00,,,2019-04-15 16:28:45,2019-04-15 16:37:35,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL TANIA HERNANDEZ,36,MAIN STREET,M
3832,2019-04-15,166398,19-4680,698,2019-04-15 17:43:00,,,,2019-04-15 17:46:31,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,31,SCHOOL STREET,Narrative: Checked S-4
3833,2019-04-15,166422,19-4681,698,2019-04-15 17:49:00,,,2019-04-15 17:50:53,2019-04-15 17:51:19,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,31,MAIN STREET,"Narrative: Checked Area,"
3834,2019-04-15,166448,19-4682,698,2019-04-15 17:58:00,2019-04-15 18:05:45,,2019-04-15 18:08:58,2019-04-15 18:29:41,PUBLIC SERVICE,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,"31, 36",N HOOSAC ROAD,Narrative: Neighbor house sitting and locked her keys inside home. Used jamb spreader on front door. No damage.
